,url,Status,Phases,Source,AD,BM,TissueSource,Fetal,GI,iMP,MU,PL,UC
51,https://ClinicalTrials.gov/show/NCT03252340,"Active, not recruiting",nan,undeclared,12.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
52,https://ClinicalTrials.gov/show/NCT03096782,"Active, not recruiting",Phase 2,allo,0.0,26.0,/UC,0.0,0.0,0.0,0.0,0.0,26.0
53,https://ClinicalTrials.gov/show/NCT04494386,"Active, not recruiting",Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,18.0
54,https://ClinicalTrials.gov/show/NCT02443961,"Active, not recruiting",Phase 1,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
55,https://ClinicalTrials.gov/show/NCT04615455,"Active, not recruiting",Phase 2,allo,41.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
56,https://ClinicalTrials.gov/show/NCT04104451,"Active, not recruiting",Phase 1,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,17.0
57,https://ClinicalTrials.gov/show/NCT02805855,"Active, not recruiting",Phase 1,auto,25.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
58,https://ClinicalTrials.gov/show/NCT04427930,"Active, not recruiting",Phase 3,auto,130.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
59,https://ClinicalTrials.gov/show/NCT02709343,"Active, not recruiting",Phase 2,allo,0.0,83.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
60,https://ClinicalTrials.gov/show/NCT04928287,"Active, not recruiting",Phase 2,auto,25.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
61,https://ClinicalTrials.gov/show/NCT02687646,"Active, not recruiting",Phase 1|Phase 2,allo,17.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
62,https://ClinicalTrials.gov/show/NCT04675970,"Active, not recruiting",nan,auto,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
63,https://ClinicalTrials.gov/show/NCT03355365,"Active, not recruiting",Phase 2,auto,0.0,51.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
64,https://ClinicalTrials.gov/show/NCT04342325,"Active, not recruiting",Phase 1,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
65,https://ClinicalTrials.gov/show/NCT04063215,"Active, not recruiting",Phase 1|Phase 2,auto,25.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
66,https://ClinicalTrials.gov/show/NCT04592640,"Active, not recruiting",Not Applicable,undeclared,0.0,0.0,/Fetal,8.0,0.0,0.0,0.0,0.0,0.0
67,https://ClinicalTrials.gov/show/NCT04466098,"Active, not recruiting",Phase 2,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
68,https://ClinicalTrials.gov/show/NCT03265613,"Active, not recruiting",Phase 1|Phase 2,allo,8.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
69,https://ClinicalTrials.gov/show/NCT04371601,"Active, not recruiting",Early Phase 1,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,61.0
70,https://ClinicalTrials.gov/show/NCT04657458,Available,nan,allo,0.0,,/BM,0.0,0.0,0.0,0.0,0.0,0.0
71,https://ClinicalTrials.gov/show/NCT04772378,Available,nan,auto,,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
72,https://ClinicalTrials.gov/show/NCT04432545,Available,nan,allo,,0.0,/UC,0.0,0.0,0.0,0.0,0.0,
73,https://ClinicalTrials.gov/show/NCT04456439,Available,nan,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
74,https://ClinicalTrials.gov/show/NCT04318600,Completed,Phase 1,allo,0.0,0.0,/Fetal,17.0,0.0,0.0,0.0,0.0,0.0
75,https://ClinicalTrials.gov/show/NCT01781390,Completed,Phase 2,allo,107.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
76,https://ClinicalTrials.gov/show/NCT03257098,Completed,Phase 1|Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
77,https://ClinicalTrials.gov/show/NCT01227694,Completed,Phase 1|Phase 2,auto,0.0,16.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
78,https://ClinicalTrials.gov/show/NCT00875654,Completed,Phase 2,auto,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
79,https://ClinicalTrials.gov/show/NCT03920397,Completed,Not Applicable,allo,31.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
80,https://ClinicalTrials.gov/show/NCT02958267,Completed,Phase 2,auto,0.0,33.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
81,https://ClinicalTrials.gov/show/NCT01769872,Completed,Phase 1|Phase 2,auto,16.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
82,https://ClinicalTrials.gov/show/NCT03418233,Completed,Phase 2|Phase 3,allo,116.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
83,https://ClinicalTrials.gov/show/NCT04493242,Completed,Phase 2,allo,0.0,121.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
84,https://ClinicalTrials.gov/show/NCT00136903,Completed,Phase 2,allo,0.0,33.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
85,https://ClinicalTrials.gov/show/NCT02328612,Completed,Phase 1,allo,33.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
86,https://ClinicalTrials.gov/show/NCT02886884,Completed,Phase 1|Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
87,https://ClinicalTrials.gov/show/NCT00504803,Completed,Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
88,https://ClinicalTrials.gov/show/NCT00629018,Completed,Phase 2,auto,0.0,111.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
89,https://ClinicalTrials.gov/show/NCT03333681,Completed,Phase 1,auto,0.0,16.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
90,https://ClinicalTrials.gov/show/NCT02292628,Completed,Phase 1|Phase 2,auto,17.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
91,https://ClinicalTrials.gov/show/NCT02372474,Completed,Phase 1|Phase 2,auto,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
92,https://ClinicalTrials.gov/show/NCT03529877,Completed,Phase 1|Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
93,https://ClinicalTrials.gov/show/NCT02923375,Completed,Phase 1,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
94,https://ClinicalTrials.gov/show/NCT01065337,Completed,Phase 2,auto,31.0,31.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
95,https://ClinicalTrials.gov/show/NCT00768066,Completed,Phase 1|Phase 2,auto,0.0,66.0,/Fetal,66.0,0.0,0.0,0.0,0.0,0.0
96,https://ClinicalTrials.gov/show/NCT04382547,Completed,Phase 1|Phase 2,allo,0.0,0.0,/MU,0.0,0.0,0.0,33.0,0.0,0.0
97,https://ClinicalTrials.gov/show/NCT02249676,Completed,Phase 2,auto,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
98,https://ClinicalTrials.gov/show/NCT01513694,Completed,Phase 1|Phase 2,auto,0.0,16.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
99,https://ClinicalTrials.gov/show/NCT02065245,Completed,Phase 1|Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
100,https://ClinicalTrials.gov/show/NCT01087996,Completed,Phase 1|Phase 2,both,0.0,32.0,/Fetal,32.0,0.0,0.0,0.0,0.0,0.0
101,https://ClinicalTrials.gov/show/NCT02104713,Completed,Phase 1,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
102,https://ClinicalTrials.gov/show/NCT01659762,Completed,Phase 1,auto,0.0,17.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
103,https://ClinicalTrials.gov/show/NCT02325843,Completed,Phase 2,undeclared,0.0,17.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
104,https://ClinicalTrials.gov/show/NCT04219657,Completed,Phase 1,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,111.0
105,https://ClinicalTrials.gov/show/NCT01860495,Completed,nan,undeclared,0.0,0.0,/GI,0.0,16.0,0.0,0.0,0.0,0.0
106,https://ClinicalTrials.gov/show/NCT01071577,Completed,nan,auto,66.0,66.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
107,https://ClinicalTrials.gov/show/NCT00919958,Completed,Phase 1,allo,16.0,0.0,/PL,0.0,0.0,0.0,0.0,16.0,0.0
108,https://ClinicalTrials.gov/show/NCT01302015,Completed,Not Applicable,auto,16.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
109,https://ClinicalTrials.gov/show/NCT05131412,Completed,nan,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
110,https://ClinicalTrials.gov/show/NCT00260338,Completed,Phase 1|Phase 2,auto,32.0,32.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
111,https://ClinicalTrials.gov/show/NCT02589119,Completed,Phase 1,auto,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
112,https://ClinicalTrials.gov/show/NCT01643655,Completed,Not Applicable,auto,16.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
113,https://ClinicalTrials.gov/show/NCT02239393,Completed,Phase 2,auto,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
114,https://ClinicalTrials.gov/show/NCT00734396,Completed,Phase 1|Phase 2,both,0.0,16.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
115,https://ClinicalTrials.gov/show/NCT01909154,Completed,Phase 1,auto,0.0,13.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
116,https://ClinicalTrials.gov/show/NCT00690066,Completed,Phase 2,allo,0.0,64.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
117,https://ClinicalTrials.gov/show/NCT02884154,Completed,Not Applicable,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
118,https://ClinicalTrials.gov/show/NCT01709656,Completed,Not Applicable,undeclared,121.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
119,https://ClinicalTrials.gov/show/NCT02445547,Completed,Phase 1|Phase 2,both,83.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,83.0
120,https://ClinicalTrials.gov/show/NCT03099239,Completed,Phase 1,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,13.0
121,https://ClinicalTrials.gov/show/NCT01733186,Completed,Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,13.0
122,https://ClinicalTrials.gov/show/NCT01297413,Completed,Phase 1|Phase 2,allo,0.0,39.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
123,https://ClinicalTrials.gov/show/NCT03130374,Completed,Phase 1|Phase 2,auto,0.0,0.0,/MU,0.0,0.0,0.0,13.0,0.0,0.0
124,https://ClinicalTrials.gov/show/NCT01051882,Completed,Phase 1|Phase 2,auto,13.0,13.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
125,https://ClinicalTrials.gov/show/NCT04134676,Completed,Phase 1,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,39.0
126,https://ClinicalTrials.gov/show/NCT00951210,Completed,Phase 1,allo,0.0,0.0,/PL,0.0,0.0,0.0,0.0,13.0,0.0
127,https://ClinicalTrials.gov/show/NCT01343511,Completed,Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,38.0
128,https://ClinicalTrials.gov/show/NCT03007576,Completed,Phase 1,auto,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
129,https://ClinicalTrials.gov/show/NCT01392625,Completed,Phase 1|Phase 2,both,0.0,38.0,/Fetal,38.0,0.0,0.0,0.0,0.0,0.0
130,https://ClinicalTrials.gov/show/NCT02483364,Completed,Phase 2,both,13.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
131,https://ClinicalTrials.gov/show/NCT02381366,Completed,Phase 1|Phase 2,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,13.0
132,https://ClinicalTrials.gov/show/NCT04007081,Completed,Not Applicable,undeclared,0.0,13.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
133,https://ClinicalTrials.gov/show/NCT04340284,Completed,Phase 1|Phase 2,auto,12.0,12.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
134,https://ClinicalTrials.gov/show/NCT03509025,Completed,Phase 2,both,12.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
135,https://ClinicalTrials.gov/show/NCT02497443,Completed,Phase 1|Phase 2,auto,0.0,61.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
136,https://ClinicalTrials.gov/show/NCT00955669,Completed,Phase 1,auto,0.0,41.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
137,https://ClinicalTrials.gov/show/NCT02501811,Completed,Phase 2,auto,0.0,126.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
138,https://ClinicalTrials.gov/show/NCT01872624,Completed,Not Applicable,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
139,https://ClinicalTrials.gov/show/NCT01429038,Completed,Phase 1|Phase 2,undeclared,0.0,41.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
140,https://ClinicalTrials.gov/show/NCT01378182,Completed,Not Applicable,allo,0.0,11.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
141,https://ClinicalTrials.gov/show/NCT02344849,Completed,Phase 1,auto,0.0,11.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
142,https://ClinicalTrials.gov/show/NCT05122234,Completed,Phase 3,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
143,https://ClinicalTrials.gov/show/NCT04446884,Completed,Phase 1|Phase 2,auto,11.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
144,https://ClinicalTrials.gov/show/NCT01076920,Completed,Phase 1|Phase 2,undeclared,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
145,https://ClinicalTrials.gov/show/NCT02859025,Completed,Phase 1,auto,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
146,https://ClinicalTrials.gov/show/NCT00284986,Completed,Phase 2,allo,0.0,12.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
147,https://ClinicalTrials.gov/show/NCT01389661,Completed,Phase 1|Phase 2,auto,0.0,12.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
148,https://ClinicalTrials.gov/show/NCT02359929,Completed,Phase 1,both,0.0,12.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
149,https://ClinicalTrials.gov/show/NCT01753440,Completed,Phase 2,allo,0.0,0.0,/iMP,0.0,0.0,12.0,0.0,0.0,0.0
150,https://ClinicalTrials.gov/show/NCT03455335,Completed,Phase 1,auto,0.0,13.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
151,https://ClinicalTrials.gov/show/NCT04224207,Completed,Phase 3,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,33.0
152,https://ClinicalTrials.gov/show/NCT04037345,Completed,Phase 1,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,13.0
153,https://ClinicalTrials.gov/show/NCT01183728,Completed,Phase 1|Phase 2,auto,0.0,13.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
154,https://ClinicalTrials.gov/show/NCT01897987,Completed,Not Applicable,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,63.0
155,https://ClinicalTrials.gov/show/NCT01777646,Completed,Phase 2,auto,0.0,15.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
156,https://ClinicalTrials.gov/show/NCT02981576,Completed,Phase 1|Phase 2,auto,15.0,15.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
157,https://ClinicalTrials.gov/show/NCT00683722,Completed,Phase 2,allo,0.0,63.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
158,https://ClinicalTrials.gov/show/NCT01745744,Completed,Phase 2,undeclared,34.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
159,https://ClinicalTrials.gov/show/NCT01257776,Completed,Phase 1|Phase 2,auto,34.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
160,https://ClinicalTrials.gov/show/NCT01325103,Completed,Not Applicable,auto,0.0,15.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
161,https://ClinicalTrials.gov/show/NCT02600130,Completed,Phase 1,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
162,https://ClinicalTrials.gov/show/NCT01157650,Completed,Phase 1|Phase 2,auto,16.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
163,https://ClinicalTrials.gov/show/NCT02104440,Completed,Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
164,https://ClinicalTrials.gov/show/NCT01956903,Completed,Phase 1|Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
165,https://ClinicalTrials.gov/show/NCT03691909,Completed,Phase 1|Phase 2,auto,16.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
166,https://ClinicalTrials.gov/show/NCT03766217,Completed,Phase 3,auto,0.0,63.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
167,https://ClinicalTrials.gov/show/NCT01624779,Completed,Phase 1,auto,16.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
168,https://ClinicalTrials.gov/show/NCT05322057,Completed,nan,allo,15.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
169,https://ClinicalTrials.gov/show/NCT01531348,Completed,Phase 1,undeclared,0.0,15.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
170,https://ClinicalTrials.gov/show/NCT02866721,Completed,Phase 1,allo,0.0,15.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
171,https://ClinicalTrials.gov/show/NCT02888704,Completed,Phase 1,auto,14.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
172,https://ClinicalTrials.gov/show/NCT01576328,Completed,Phase 1|Phase 2,allo,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
173,https://ClinicalTrials.gov/show/NCT03102879,Completed,Not Applicable,allo,0.0,0.0,/UC,0.0,0.0,0.0,0.0,0.0,37.0
174,https://ClinicalTrials.gov/show/NCT01856140,Completed,Early Phase 1,allo,13.0,0.0,/AD,0.0,0.0,0.0,0.0,0.0,0.0
175,https://ClinicalTrials.gov/show/NCT02037204,Completed,Phase 1|Phase 2,both,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
176,https://ClinicalTrials.gov/show/NCT03014037,Completed,Not Applicable,undeclared,0.0,36.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
177,https://ClinicalTrials.gov/show/NCT03252535,Completed,Phase 2,undeclared,0.0,36.0,/BM,0.0,0.0,0.0,0.0,0.0,0.0
