"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
53,"NCT02467387","A Study to Assess the Effect of Intravenous Dose of (aMBMC) to Subjects With Non-ischemic Heart Failure",,"Completed","Has Results","Non-Ischemic Heart Failure","Drug: Allogeneic Mesenchymal Bone Marrow Cells (aMBMC)|Drug: Lactated Ringer's Solution","Safety Will be Evaluated by Number of AE|Change in LVEF From Baseline to Day 90 Post-initial Infusion.","CardioCell LLC|Stemedica Cell Technologies, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 2","23","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","STEM-104-M-CHF","June 1, 2014","May 11, 2017","May 11, 2017","June 10, 2015","January 7, 2020","January 7, 2020","MedStar Washington Hospital Center, Washington, District of Columbia, United States|Emory University Hospital, Atlanta, Georgia, United States|Northwestern University Centers for Heart Failure Therapy, Chicago, Illinois, United States|Stony Brook Heart Institute, Stony Brook, New York, United States|Hospital of the University of Pennsylvania, Heart Failure and Transplant Program, Philadelphia, Pennsylvania, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/87/NCT02467387/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02467387"
54,"NCT01484574","A Clinical Trial to Study the Efficacy and Safety of Different Doses of Bone Marrow Derived Mesenchymal Stem Cells in Patients With Critical Limb Ischemia Due to Buergers Disease",,"Completed","No Results Available","Critical Limb Ischemia|Buerger's Disease","Biological: Allogeneic Mesenchymal Stem Cells","Relief of the rest pain|Healing of ulcerations or reduction of ulcer area in the target limb|Pain free walking distance|Major amputation free survival|Ankle brachial pressure index (ABPI) - measured by Doppler|Increase in transcutaneous partial oxygen pressure (TcPO2)|Quality of life by King's College VascuQOL questionnaire|Angiogenesis - collateral blood vessels by Magnetic resonance angiogram (MRA)|The type of adverse events AE(s), number of AE(s) and proportion of patients with AE(s).|Assessment of clinical laboratory parameters|Physical examination findings and assessment of vital signs|Assessment of electrocardiogram (ECG) parameters","Stempeutics Research Pvt Ltd","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","90","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SRPL/CLI/10-11/001","January 2012","February 2014","March 2016","December 2, 2011",,"September 13, 2016","Department of Surgical Disciplines, All India Institute of Medical Sciences, New Delhi, Delhi, India|Division of Peripheral Vascular and Endovascular Sciences, Medanta - The Medicity, Gurgaon, Haryana, India|Department of Vascular and Endovascular Surgery, M. S. Ramaiah Medical College and Hospitals, Bangalore, Karnataka, India|Peripheral Vascular Surgery, Sri Jayadeva Institute of Cardiovascular Sciences & Research, Bangalore, Karnataka, India|Department of Surgery, KMC, Mangalore, Mangalore, Karnataka, India|Department of Vascular Surgery, Madras Medical College, Chennai, Tamil Nadu, India|Department of Vascular Surgery, Sri Ramchandra Medical College, Chennai, Tamil Nadu, India|Department of Vascular Surgery, Stanley Medical College, Chennai, Tamil Nadu, India|Department of Vascular Surgery, AMRI Hospital, Kolkata, West Bengal, India|Nightingale Hospital, Kolkata, West Bengal, India",,"https://ClinicalTrials.gov/show/NCT01484574"
55,"NCT04056819","Evaluate the Safety and Explore Efficacy of Umbilical Cord Mesenchymal Stem Cells in Acute Myocardial Infarction",,"Completed","No Results Available","Acute Myocardial Infarction","Biological: Allogeneic umbilical cord mesenchymal stem cells","Incidence of Treatment emergent adverse event (TEAE) as presented by MedDRA coding system|Incidence of Serious adverse event (SAE) as presented by MedDRA coding system|Incidence of Suspected and unexpected serious adverse reaction (SUSAR) as presented by MedDRA coding system|New York Heart Association (NYHA) Classification|Incidence of major adverse cardiovascular events (MACE)|Serum level of amino-terminal pro-brain natriuretic peptide (NT pro-BNP)|Pulmonary function test|Echocardiogram|Cardiac MRI (cMRI) for baseline and efficacy evaluation","Ever Supreme Bio Technology Co., Ltd.","All","20 Years to 75 Years   (Adult, Older Adult)","Phase 1","10","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ES-CMSC01-A1101","May 27, 2019","August 2, 2021","December 17, 2021","August 14, 2019",,"September 8, 2022","China Medical University Hospital, Taichung, Non-US, Taiwan",,"https://ClinicalTrials.gov/show/NCT04056819"
56,"NCT05086939","Multicenter Clinical Trial Comparing Treatment With Allogeneic Mesenchymal Cells Versus Autologous Mesenchymal Cells and Versus Active Control With Hyaluronic Acid in Patients With Knee Osteoarthritis.","ARTROCELL","Recruiting","No Results Available","Knee Osteoarthritis","Drug: Autologous MSCs|Drug: Allogenic MSCs|Drug: Hyaluronic Acid","Range of motion.|Pain self-assessment.|Knee Osteoarthritis.|Functional response.|X-ray changes of osteoarthritis.|Radiological response using nuclear magnetic resonance imaging.|Perceived general well-being.|Feasibility assessment of a multicentre strategy production of both cell types with several Cell Production Units|Evaluation of presence of adverse events related with investigational medical product (IMP).","Fundación Instituto de Estudios de Ciencias de la Salud de Castilla y León|Instituto de Investigación Biomédica de Salamanca|Spanish Clinical Research Network - SCReN|Institut d'Investigacions Biomèdiques August Pi i Sunyer|Hospital Universitari de Bellvitge","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 3","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ARTROCELL|2019-002446-21","May 26, 2021","December 2025","December 2025","October 21, 2021",,"June 2, 2022","Hospital Clinic, Barcelona, Spain|Hospital Clínico Universitario San Carlos, Madrid, Spain|Hospital Fundación Jiménez Díaz, Madrid, Spain|Hospital Gregorio Marañón, Madrid, Spain|Hospital Universitario Virgen de la Arrixaca, Murcia, Spain|Hospital Universitario Virgen de la Victoria, Málaga, Spain|Clínica Universidad de Navarra, Pamplona, Spain|Complejo Asistencial Universitario de Salamanca, Salamanca, Spain|Hospital Clínico Universitario de Valladolid, Valladolid, Spain",,"https://ClinicalTrials.gov/show/NCT05086939"
57,"NCT01222039","Multicenter Clinical Trial for the Evaluation of Mesenchymal Stem Cells From Adipose Tissue in Patients With Chronic Graft Versus Host Disease.","CMM/EICH/2008","Completed","No Results Available","Graft Versus Host Disease|Chronic and Expanded Graft Versus Host Disease|Immune System Diseases","Other: Conventional treatment plus intravenous infusion of allogenic mesenchymal stem cells from adipose tissue.","Number of adverse events|Percentage of patients in each group that may potentially reduce corticosteroids at week 7, 20 and 42, started immunosuppressive treatment and percentage of patients at week 56 have been suspended on full immunosuppressive treatment|Overall survival and disease-free survival.|Changes in lymphocyte subsets and levels of inflammatory and antiinflammatory cytokines in each of the groups.","Andalusian Initiative for Advanced Therapies - Fundación Pública Andaluza Progreso y Salud|Iniciativa Andaluza en Terapias Avanzadas|Andalusian Network for Design and Translation of Advanced Therapies","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","19","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","EudraCT: 2008-004014-27","June 2010","June 2014","June 2014","October 18, 2010",,"November 18, 2016","Hospital de Jerez de la Frontera., Jerez de la Frontera, Cádiz., Spain|Hospital Universitario Virgen de las Nieves, Granada., Spain|Hospital Universitario Virgen del Rocío de Sevilla, Sevilla, Spain|Hospital Clínico de Valencia, Valencia, Spain",,"https://ClinicalTrials.gov/show/NCT01222039"
58,"NCT04318600","Allogeneic Amniotic Mesenchymal Stem Cell Therapy for Lupus Nephritis",,"Completed","No Results Available","Lupus Nephritis|Mesenchymal Stem Cells","Drug: human amniotic mesenchymal stem cell","Incidence of Adverse Events|Changes in 24h urine protein quantification before and after treatment；|Changes in eGFR before and after treatment;|Changes in SLEDAI score before and after treatment；","Yan'an Affiliated Hospital of Kunming Medical University|The First People's Hospital of Yunnan","All","14 Years to 60 Years   (Child, Adult)","Phase 1","16","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","2014001","January 1, 2014","March 1, 2017","January 1, 2019","March 24, 2020",,"March 24, 2020",,,"https://ClinicalTrials.gov/show/NCT04318600"
59,"NCT01591200","Dose Finding Study to Assess Safety and Efficacy of Stem Cells in Liver Cirrhosis",,"Completed","No Results Available","Alcoholic Liver Cirrhosis","Biological: Allogeneic Mesenchymal Stem Cells","Safety|Liver function tests.|CT scan of abdomen.|Change in MELD score|Improvement in quality of life as assessed by SF 36 questionnaire|Histological evaluation of liver biopsy by immunohistochemical staining for AFP, PCNA, SMA|Change in Child-Pugh score","Stempeutics Research Pvt Ltd","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","40","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SRPL/LC/09-10/001","June 2012","April 2016","April 2016","May 3, 2012",,"September 15, 2016","Centre for Liver Research & Diagnostics, Hyderabad, Andhra Pradesh, India|Mediciti Hospital, Hyderabad, Andhra Pradesh, India|Manipal Hospital, Bangalore, Karnataka, India|KMC Hospital, Mangalore, Karnataka, India|Institute of liver disease, HPB surgery and transplant Global Hospitals, Mumbai, Maharashtra, India|Bombay Hospital & Medical Research Center, Mumbai, Maharashtra, India|Ruby Hall clinic, Pune, Maharashtra, India|Sahyadri Speciality Hospital, Pune, Maharashtra, India|SMS Medical college and Hospital, Jaipur, Rajasthan, India|SGPGI Lucknow, Lucknow, Uttar Pradesh, India",,"https://ClinicalTrials.gov/show/NCT01591200"
60,"NCT02298023","Treatment of Tendon Injury Using Allogenic Adipose-derived Mesenchymal Stem Cells (Rotator Cuff Tear)",,"Completed","Has Results","Rotator Cuff Tear","Biological: allogenic adipose stem cell injection|Biological: fibrin glue/normal saline injection|Biological: normal saline injection","Change of Pain During Activity From Baseline to 3 Months After Intervention|Pain During Rest|Pain During Activity|American Shoulder and Elbow Surgeons (ASES) Shoulder Score|Disability of Arm, Shoulder and Hand (DASH) Score|University of California, Los Angeles(UCLA) Shoulder Score|Tear Size at 3 Months After Injection|Tear Size at 12 Months After Injection","Seoul National University Hospital","All","19 Years to 90 Years   (Adult, Older Adult)","Phase 2","24","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ALLO-ASC_TR","September 2014","July 19, 2016","April 10, 2018","November 21, 2014","June 30, 2021","October 19, 2021","Seoul National University College of Medicine, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT02298023"
61,"NCT04519697","Mesenchymal Stem Cells for the Treatment of Rectovaginal Fistulas in Participants With Crohn's Disease","RVF","Recruiting","No Results Available","Rectovaginal Fistula|Crohn Disease|Crohn Disease of Vulva|Rectolabial; Fistula","Drug: Mesenchymal Stem Cells|Other: Placebo","Treatment related adverse events|Complete clinical healing|Partial healing|Lack of response|Worsening disease","Amy Lightner|The Cleveland Clinic","Female","18 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","40","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","20-936","October 28, 2020","October 2022","October 2022","August 20, 2020",,"April 5, 2022","Cleveland Clinic, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT04519697"
62,"NCT02235844","Allogeneic Human Umbilical Cord Mesenchymal Stem Cells for a Single Male Patient With Duchenne Muscular Dystrophy (DMD)",,"Completed","No Results Available","Duchenne's Muscular Dystrophy","Biological: Umbilical Cord Mesenchymal Stem Cells","Adverse Events|Change from baseline of weight|Change of muscle diameter (circumferential measurements) from baseline|Change from baseline of Pulmonary Maximum Expiratory Pressure|Change from baseline of Pulmonary Forced Vital Capacity|Maximum Change from baseline of Predicted Inspiratory Pressure %|Change from baseline of Predicted Maximum Expiratory Pressure %|Change from baseline of Predicted Forced Vital Capacity %","Allergy and Asthma Consultants, Wichita, Kansas|Aidan Foundation|Neil H. Riordan PhD","Male","28 Years to 31 Years   (Adult)","Phase 1","1","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IND 16026 DMD Single Patient","September 2014","September 30, 2017","September 30, 2017","September 10, 2014",,"September 16, 2019","Asthma and Allergy Consultants, Wichita, Kansas, United States",,"https://ClinicalTrials.gov/show/NCT02235844"
63,"NCT04519671","Mesenchymal Stem Cells for the Treatment of Perianal Fistulizing Crohn's Disease","PFCD","Recruiting","No Results Available","Perianal Crohn Disease|Perianal Fistula|Crohn Disease","Drug: Mesenchymal Stem Cells|Other: Placebo","Treatment related adverse events|Complete clinical healing","Amy Lightner|The Cleveland Clinic","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","40","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","20-1020","November 19, 2020","November 2022","November 2022","August 20, 2020",,"April 5, 2022","Cleveland Clinic, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT04519671"
64,"NCT03356821","Perinatal Arterial Stroke Treated With Stromal Cells Intranasally","PASSIoN","Completed","No Results Available","Perinatal Arterial Ischemic Stroke|Neonatal Stroke","Biological: Mesenchymal Stem Cells","Incidence of adverse events related to intranasal MSC treatment (safety and tolerability) in the acute setting.|Incidence of adverse events related to intranasal MSC treatment (safety and tolerability) in the subacute/long-term setting","UMC Utrecht|ZonMw: The Netherlands Organisation for Health Research and Development|M.D. Anderson Cancer Center|The University of Texas Health Science Center at San Antonio","All","up to 10 Days   (Child)","Phase 1|Phase 2","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NL59265.000.16","February 11, 2020","July 27, 2021","July 27, 2021","November 29, 2017",,"October 7, 2021","Wilhelmina Childrens Hostpital/University Medical Center Utrecht, Utrecht, Netherlands",,"https://ClinicalTrials.gov/show/NCT03356821"
65,"NCT04519684","Study of Mesenchymal Stem Cells for the Treatment of Ileal Pouch Fistula's in Participants With Crohn's Disease","IPAAF","Recruiting","No Results Available","Ileal Pouch|Crohn Disease","Drug: Mesenchymal stem cells|Other: Placebo","Treatment related adverse events|Complete clinical healing|Partial healing|Lack of response|Worsening disease","Amy Lightner|The Cleveland Clinic","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","40","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","20-818","October 28, 2020","October 2022","October 2022","August 20, 2020",,"April 5, 2022","Cleveland Clinic, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT04519684"
66,"NCT03878628","Treatment With Allogeneic Adipose-derived Mesenchymal Stem Cells in Patients With Aqueous Deficient Dry Eye Disease","MESADDE","Active, not recruiting","No Results Available","Dry Eye|Kerato Conjunctivitis Sicca|Aqueous Tear Deficiency","Drug: Adipose tissue-derived mesenchymal stem cells","Pain at injection site: grade|Infection at injection site|Bleeding at injection site|Eyelid function disorder|Periorbital edema|Ocular discomfort|Flu-like symptoms|Fever|OSDI questionnaire|Schirmer's I test|Tear osmolarity|Ocular SICCA Grading Score|HLA anti-bodies","Rigshospitalet, Denmark","All","18 Years and older   (Adult, Older Adult)","Early Phase 1","7","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","001-2018","October 16, 2019","June 30, 2020","June 30, 2022","March 18, 2019",,"February 15, 2022","Rigshospitalet, Copenhagen, DK, Denmark",,"https://ClinicalTrials.gov/show/NCT03878628"
67,"NCT04476901","Transendocardial Injection of Allogeneic-MSC in Patients With Non-Ischemic Dilated Cardiomyopathy","DCMII","Recruiting","No Results Available","Non-ischemic Dilated Cardiomyopathy","Biological: allogeneic human mesenchymal stem cells (hMSCs)|Other: Placebo","Change in LVEF|Change in global ventricular strain|Change in left regional strain|Left ventricular function concordance|Change in LVEDVI|Change in LVESVI|Change in Maximal oxygen consumption (peak VO2)|Change in Exercise tolerance|Change in Minnesota Living with Heart Failure Questionnaire (MLHFQ) Score|Change in New York Heart Association (NYHA) Class|Percent change in flow mediated diameter|Change in EPC-CFU|Change in N-Terminal Pro-Brain Natriuretic Peptide (NT-proBNP)|Change in cytokines|Incidence of MACE|Incidence of TE-SAEs","Joshua M Hare|United States Department of Defense|The University of Texas Health Science Center, Houston|University of Miami","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","136","Other|U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","20200566|CDMRP-PR191597|20-02-134","May 7, 2021","December 2024","December 2024","July 20, 2020",,"September 29, 2022","Stanford University, Stanford, California, United States|University of Miami Miller School of Medicine, Miami, Florida, United States|University of Louisville, Louisville, Kentucky, United States|Texas Heart Institute, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT04476901"
68,"NCT04939077","Treatment of Heart Failure Using Human Umbilical Cord Mesenchymal Stem Cells(hUC-MSC)",,"Recruiting","No Results Available","Myocardial Ischemia|Ventricular Dysfunction, Left","Biological: Allogeneic Human Umbilical Cord Mesenchymal Stem Cells","Left ventricular ejection fraction|Left ventricular end diastolic volume|Left ventricular end systolic volume|Stroke volume|Left ventricular apex four-chamber end systolic diameter|6 minutes walking distance|THE WORLD HEALTH ORGANIZATION QUALITY OF LIFE (WHOQOL) -BREF","Shanghai East Hospital","All","up to 70 Years   (Child, Adult, Older Adult)","Phase 1|Phase 2","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","MR-31-20-000323","November 27, 2019","July 31, 2022","November 30, 2022","June 25, 2021",,"June 25, 2021","Shanghai East Hospital, Shanghai Tongji University, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04939077"
69,"NCT01448434","Allogeneic Mesenchymal Stem Cells for Osteoarthritis",,"Completed","No Results Available","Osteoarthritis of Knee Joint","Biological: Ex- vivo cultured adult allogeneic MSCs|Biological: Plasmalyte-A","Number and percentage of patients with adverse events as a measure of safety and tolerability|Change from baseline in the WOMAC OA (Western Ontario and McMaster Universities Osteoarthritis) Index -pain subscale score|Change from baseline in WOMAC OA stiffness index|Change from baseline in WOMAC OA composite index|Change from baseline in ICOAP (Intermittent and Constant Osteoarthritis Pain)|Change from baseline in radiographic (X-ray) findings of knee|Change from baseline in the WORMS score of knee using MRI|Change from baseline in arthritis pain scores on the visual analogue scale|Reduction in the intake of analgesic tablets from baseline","Stempeutics Research Pvt Ltd|Stempeutics Research Malaysia SDN BHD","All","20 Years to 70 Years   (Adult, Older Adult)","Phase 2","72","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","SRM/OA/10-11/001","September 2011","September 2013","September 2013","October 7, 2011",,"May 12, 2016","Pantai Cheras Medical Centre, Kuala Lumpur, Federal territory, Malaysia|Serdang Hospital, Kuala Lumpur, Selangor, Malaysia|KPJ Ampang Puteri Specialist Hospital, Kuala Lumpur, Selangor, Malaysia|Selayang Hospital, Kuala Lumpur, Selangor, Malaysia",,"https://ClinicalTrials.gov/show/NCT01448434"
70,"NCT02641860","Clinical Trial of Allogenic Adipose Tissue-Derived Mesenchymal Progenitor Cells Therapy for Knee Osteoarthritis",,"Completed","No Results Available","Osteoarthritis","Biological: Mesenchymal progenitor cells","Safety, recording of Adverse Events and Serious Adverse Events|WOMAC Score|VAS Score|SF-36|The volume of articular cartilage|WORMS Score","Cellular Biomedicine Group Ltd.|RenJi Hospital","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1","22","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","CBMG-Allo-KOA-1.1","December 2015","March 2018","March 2018","December 30, 2015",,"September 13, 2018","Department of Rheumatology,Ren Ji Hospital,School of Medicine,Shanghai Jiao Tong University,Shanghai,China, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT02641860"
71,"NCT04208646","Allogenic Adipose Tissue-Derived Mesenchymal Progenitor Cells for the Treatment of Knee Osteoarthritis",,"Recruiting","No Results Available","Knee Osteoarthritis","Biological: Mesenchymal progenitor cells|Biological: No mesenchymal progenitor cells","WOMAC Score|MRI quantitative analysis of articular cartilage|VAS Score|SF-36|Adverse Events and Serious Adverse Events|Changes of laboratory test indexes and vital signs","Cellular Biomedicine Group Ltd.|RenJi Hospital|Shanghai 6th People's Hospital|Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine|Second Affiliated Hospital, School of Medicine, Zhejiang University|China-Japan Friendship Hospital|Huashan Hospital|Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University","All","40 Years to 75 Years   (Adult, Older Adult)","Phase 2","108","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","CBM-ALAM.1-01","May 16, 2020","December 2021","January 2022","December 23, 2019",,"November 4, 2020","China-Japan Friendship Hospital, Beijing, China|The Second Affiliated hospital of Zhejiang University School of Medicine, Hangzhou, China|Huashan Hospital Affiliated to Fudan University, Shanghai, China|Shanghai General Hospital, Shanghai, China|Shanghai Jiaotong University School of Medicine, Renji Hospital, Shanghai, China|Shanghai Sixth People's Hospital, Shanghai, China|Shanghai Ninth People's Hospital, Shanghai JiaoTong University School of Medicine, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04208646"
72,"NCT03673748","Treatment of Lupus Nephritis With Allogeneic Mesenchymal Stem Cells","MSV_LE","Not yet recruiting","No Results Available","Lupus Nephritis|Lupus Erythematosus","Drug: Mesenchymal stromal cells (MSC)|Drug: Placebo","Frequency of severe adverse events|Evolution of Complete Renal Response defined as decrease of urine protein:creatinine ratio (UPCR; Normal value<50mg/mmol)|Change in disease activity measured by change of Systemic Lupus Erythematosus Disease Activity Index (SLEDAI-2K)|Change in prednisone dose measured as percent of the baseline value|Cellular markers of inflammation and autoimmunity|Serum markers of inflammation and autoimmunity","Red de Terapia Celular|Hospital del Río Hortega|Hospital Clínico Universitario de Valladolid|University of Valladolid","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","36","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","TerCel_006|2017-000391-28","December 2022","December 2023","June 2024","September 17, 2018",,"June 7, 2022","University Hospital Río Hortega, Valladolid, Spain",,"https://ClinicalTrials.gov/show/NCT03673748"
73,"NCT03406585","Wharton´s Jelly Derived Mesenchymal Stromal Cell Treatment of Adult Patients Diagnosed With Type I Diabetes",,"Completed","No Results Available","Type1 Diabetes Mellitus","Drug: ProTrans: Allogeneic transplantation with WJMSCs|Drug: Placebos","Safety; measured through set safety parameters|Efficacy; comparison of the intervention versus placebo at day 372 versus start of treatment|Number of patients insulin independent (ADA criteria) at days 187 and 372|Number of patients with daily insulin needs <0.25U/kg at days 187 and 372|Insulin requirement/kg BW at days 187 and 372|HbA1c at days 187 and 372.|Glucose variability at day 372|Delta change of levels of fasting C-peptide at day 372|Numbers of patients with peak C-peptide >0.20 nmol/l, in response to the MMTT, at day 372","NextCell Pharma Ab","All","18 Years to 40 Years   (Adult)","Phase 1|Phase 2","24","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ProTrans-T1D|2017-002766-50","November 28, 2017","July 1, 2020","September 4, 2020","January 23, 2018",,"January 11, 2022","Karolinska Trial Alliance, Fas 1 enheten, Karolinska Universitetssjukhuset Huddinge, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT03406585"
74,"NCT04328714","Interferon γ-Primed Mesenchymal Stromal Cells as Prophylaxis for Acute Graft v Host Disease",,"Recruiting","No Results Available","Acute Leukemia|Myelodysplastic Syndromes","Drug: Interferon gamma (IFNγ)-primed human bone marrow-derived mesenchymal stromal cells","Number of successful preparations and deliveries of investigational product|Number of adverse events attributed to the investigational product|Maximal Tolerated Dose|Primary graft failure|Secondary graft failure|Platelet engraftment|Non-relapse mortality (NRM)|Change in Acute graft-versus-host disease (aGvHD) Incidence|Change in Chronic graft-versus-host disease (cGvHD) Incidence|Disease-free survival (DFS)|Primary cause of death|Relapse|Early discontinuation|Viral activation","Edwin Horwitz|Ossium Health, Inc.|Emory University","All","1 Year and older   (Child, Adult, Older Adult)","Phase 1","45","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00105305","December 2, 2021","August 2023","August 2023","March 31, 2020",,"July 19, 2022","Children's Healthcare of Atlanta at Egleston, Atlanta, Georgia, United States|Emory University, Atlanta, Georgia, United States|Winship Cancer Institute of Emory University, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT04328714"
75,"NCT04184258","Treatment of Systemic Lupus Erythematosus With Pooled Allogenic Mesenchymal Stem Cells",,"Completed","No Results Available","Systemic Lupus Erythematosus","Biological: Pooled mesenchymal stem cell|Other: Standard treatment according to the Clinical protocols","Efficacy evaluation|Safety eveluation","Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus|Belarusian State Medical University","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","7","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IBCE_MSC1(SLE)","July 1, 2019","December 31, 2020","December 31, 2020","December 3, 2019",,"January 22, 2021","Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus, Minsk, Belarus",,"https://ClinicalTrials.gov/show/NCT04184258"
76,"NCT02104440","Clinical Trial In The Treatment Of Allogeneic Post-Transplant Cytopenias With Sequential Infusion Of Allogeneic Mesenchymal Cells Expanded In Vitro",,"Completed","No Results Available","Cytopenia","Biological: Sequential infusion of allogeneic mesenchymal stem cells expanded ""in vitro""","Adverse effects at the time of infusion and infections after infusion of MSC|Mesenchymal cell efficiency in recovering cytopenia","Red de Terapia Celular|University of Navarrra Hospital (Clinica Universitaria)|Haematology Service,University Hospital of Salamanca, MªConsuelo del Cañizo Fernández-Roldán|Hospitales Universitarios Virgen del Rocío|Spanish National Health System","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 2","15","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CSM/CIT|2013-000534-35","October 2013","March 2017","March 2017","April 4, 2014",,"March 30, 2017","University Clinical Hospital of Salamanca, Salamanca, Salamanca/Castilla León, Spain",,"https://ClinicalTrials.gov/show/NCT02104440"
