"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
11,"NCT05018832","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for TBI",,"Not yet recruiting","No Results Available","Traumatic Brain Injury","Biological: AlloRx","Safety (adverse events)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-20-ATG-12-4","December 2022","November 2025","November 2025","August 24, 2021",,"July 22, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05018832"
12,"NCT05018845","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for CKD",,"Recruiting","No Results Available","Chronic Kidney Diseases","Biological: AlloRx","Safety (adverse events)|Efficacy: creatinine levels|Efficacy: changes in eGFR","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-20-ATG-22","February 2022","November 2025","November 2025","August 24, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05018845"
13,"NCT05158114","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Testicular Injury and Oligospermia",,"Recruiting","No Results Available","Testicular Injury|Oligospermia","Biological: AlloRx","Safety (adverse events)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ATG-2-MSC-013","January 2022","January 2026","January 2026","December 15, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05158114"
14,"NCT05147688","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Pulmonary Diseases",,"Recruiting","No Results Available","Pulmonary Disease|Asthma|Chronic Obstructive Pulmonary Disease","Biological: AlloRx","Safety (adverse events)|Efficacy: Forced vital capacity (FVC)|Efficacy: Pulmonary function test","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ATG-1-MSC-013","December 2021","December 2025","December 2025","December 7, 2021",,"December 7, 2021","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05147688"
15,"NCT05003960","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Autism",,"Recruiting","No Results Available","Autism","Biological: AlloRx","Safety (adverse events)|Efficacy: Autism Treatment Evaluation Checklist (ATEC)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-8-ATG-8-02","February 2022","September 2025","September 2025","August 13, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05003960"
16,"NCT05018819","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for CP",,"Recruiting","No Results Available","Cerebral Palsy","Biological: AlloRx","Safety (adverse events)|Efficacy: Gross Motor Function Measure (GMFM)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-11-ATG-11-02","February 2022","November 2025","November 2025","August 24, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05018819"
17,"NCT05003908","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Diabetes",,"Recruiting","No Results Available","Diabetes","Biological: AlloRx","Safety (adverse events)|Efficacy: the level of A1C|Efficacy: the level of C-Peptide|Efficacy: Insulin dose reduction","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-10-ATG-11-01","February 2022","November 2025","November 2025","August 13, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05003908"
18,"NCT05003388","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for MS",,"Recruiting","No Results Available","Multiple Sclerosis","Biological: AlloRx","Safety (adverse events)|Efficacy: Kurtzke Expanded Disability Status Scale (EDSS)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-8-ATG-9-03","February 2022","October 2025","October 2025","August 12, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05003388"
19,"NCT05003934","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for RA",,"Recruiting","No Results Available","Rheumatoid Arthritis","Biological: AlloRx","Safety (adverse events)|Efficacy: the 28-joint disease activity score (DAS 28)|Efficacy: visual analog scale (VAS)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-8-ATG-10-03","February 2022","September 2025","September 2025","August 13, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05003934"
20,"NCT05003947","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for IBD",,"Recruiting","No Results Available","Inflammatory Bowel Diseases","Biological: AlloRx","Safety (adverse events)|Efficacy: The Short Inflammatory Bowel Disease Questionnaire (SIBDQ)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-8-ATG-11-04","February 2022","October 2025","October 2025","August 13, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05003947"
21,"NCT05016804","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell IV Infusion for Systemic Sclerosis",,"Recruiting","No Results Available","Systemic Sclerosis","Biological: AlloRx","Safety (adverse events)|Efficacy: skin score|Efficacy: Forced vital capacity (FVC)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-10-ATG-12-04","February 2022","November 2025","November 2025","August 23, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05016804"
22,"NCT05018767","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Aging Frailty",,"Recruiting","No Results Available","Frailty","Biological: AlloRx","Safety (adverse events)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-11-ATG-12-01","February 2022","November 2025","November 2025","August 24, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05018767"
23,"NCT05016817","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for IPF",,"Recruiting","No Results Available","Idiopathic Pulmonary Fibrosis","Biological: AlloRx","Safety (adverse events)|Efficacy: Forced vital capacity (FVC)|Efficacy: Oxygen saturation test","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-10-ATG-13-08","February 2022","September 2025","September 2025","August 23, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05016817"
24,"NCT05003921","Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intrathecal Injection for ALS",,"Recruiting","No Results Available","Amyotrophic Lateral Sclerosis","Biological: AlloRx","Safety (adverse events)|Efficacy: revised ALS functional rating scale (ALSFRS-R)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC-7-ATG-7-01","February 2022","September 2025","September 2025","August 13, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05003921"
25,"NCT05152368","Safety of Cultured Allogeneic Adult Umbilical Cord Stem Cells for Trigeminal Neuralgia and Peripheral Neuropathy",,"Recruiting","No Results Available","Peripheral Neuropathy|Trigeminal Neuralgia","Biological: AlloRx","Safety (adverse events)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ATG-1-MSC-019","January 2022","January 2026","January 2026","December 9, 2021",,"January 5, 2022","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05152368"
26,"NCT05147779","Safety of Cultured Allogeneic Adult Umbilical Cord Stem Cells for Peyronie's Disease, ED, and Interstitial Cystitis",,"Recruiting","No Results Available","Erectile Dysfunction|Peyronie's Disease|Interstitial Cystitis","Biological: AlloRx","Safety (adverse events)","The Foundation for Orthopaedics and Regenerative Medicine","All","Child, Adult, Older Adult","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ATG-1-MSC-015","December 2021","December 2025","December 2025","December 7, 2021",,"December 7, 2021","Medical Surgical Associates Center, St. John's, Antigua and Barbuda",,"https://ClinicalTrials.gov/show/NCT05147779"
27,"NCT05165017","Safety & Efficacy of AlloRx SC® in PTHS Patients",,"Not yet recruiting","No Results Available","Pitt Hopkins Syndrome","Biological: AlloRx Stem Cells®|Other: Placebo control","Safety: Incidence of adverse events improvement) in one or more areas of ailments related to PTHS|Safety: Incidence of serious adverse events|Change in motor function in individuals with PTHS|Change in communication abilities in individuals with PTHS.|Change in sleep habits|Change in gastrointestinal health|Change in breath holding spells|Change in cognition|Change in adaptive function|Change in autistic features|Change in parent assessment of quality of life|Change in global clinical status","Vitro Biopharma Inc.","All","2 Years to 45 Years   (Child, Adult)","Phase 1|Phase 2","26","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ALLORX-PTHS","December 2021","December 2022","December 2023","December 21, 2021",,"December 21, 2021",,,"https://ClinicalTrials.gov/show/NCT05165017"
