"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
11,"NCT04011059","Randomized Study of Coronary Revascularization Surgery With Injection of WJ-MSCs and Placement of an Epicardial Extracellular Matrix","scorem-cells","Not yet recruiting","No Results Available","Cardiovascular Diseases|Heart Failure|Coronary Artery Disease|Mesenchymal Stem Cell Transplantation|Regenerative Medicine","Biological: Wharton's jelly-derived mesenchymal cells","Left ventricular ejection fraction (LVEF)|Final diastolic and systolic volumes|Left ventricule viability|Ventricular arrhythmias|Estimated functional status|Change in the median score of Quality of life|Delayed enhancement of the left ventricle|Improvement in the 6-minute walk test|Mortality at 3 and 12 months due to cardiovascular causes|Mortality at 3 and 12 months due to all causes","Hospital San Vicente Fundación|Instituto Colombiano para el Desarrollo de la Ciencia y la Tecnología (COLCIENCIAS)|IPS Universitaria Servicios de Salud Universidad de Antioquia|Hospital San Vicente Fundación - Rionegro","All","30 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","001","July 2, 2019","January 30, 2022","June 30, 2023","July 8, 2019",,"July 9, 2019","Hospital San Vicente Fundación, Medellín, Antioquia, Colombia",,"https://ClinicalTrials.gov/show/NCT04011059"
12,"NCT04456361","Use of Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome Caused by COVID-19",,"Active, not recruiting","No Results Available","ARDS, Human|Covid-19","Biological: Mesenchymal Stem Cells derived from Wharton Jelly of Umbilical cords","Oxygen saturation|Oxygen pressure in inspiration|ground-glass opacity|Pneumonia infiltration|Lactate dehydrogenase|C-reactive protein|D-dimer|Ferritine","Instituto de Medicina Regenerativa","All","18 Years and older   (Adult, Older Adult)","Early Phase 1","9","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MSC-ARDS-001","April 16, 2020","October 15, 2022","December 15, 2022","July 2, 2020",,"August 4, 2022","Instituto de Medicina Regenerativa, Tijuana, Baja California, Mexico",,"https://ClinicalTrials.gov/show/NCT04456361"
13,"NCT04869397","Treatment of Respiratory Complications Associated With COVID-19 Using Umbilical Cord Mesenchymal Stromal Cells","ProTrans19+","Recruiting","No Results Available","Covid19","Biological: Allogeneic Wharton's jelly-MSCs (WJ-MSC)|Other: Placebo","Composite endpoint|Clinical status evaluation assessed by the 9-point ordinal scale|Survival|Time to clinical improvement assessed by the 9-point ordinal scale|Duration of hospitalization and ICU stay","McGill University Health Centre/Research Institute of the McGill University Health Centre","All","18 Years and older   (Adult, Older Adult)","Phase 2","48","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","2021-6954","June 14, 2021","June 30, 2022","July 30, 2022","May 3, 2021",,"June 15, 2021","McGill University Health Centre, Montreal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT04869397"
14,"NCT05061030","Mesenchymal Stromal Cells to Treat Type 1 Diabetes in Children and Adolescents",,"Recruiting","No Results Available","Type1diabetes","Biological: the ATMP Protrans","Safety at one year evaluated as adverse events|Safety at five years evaluated as adverse events|Efficacy measured as change in C-peptide Area under the curve to a mixed mealtolerance test.|Insulin independency|Low insulin needs|Insulin needs|HbA1c|Time in target|Time in range|C-peptide|Change in peak C-peptide","Uppsala University Hospital","All","7 Years to 21 Years   (Child, Adult)","Phase 1|Phase 2","66","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","WJMSC-P01","January 14, 2022","September 2028","December 2028","September 29, 2021",,"May 23, 2022","Uppsala University Hospital, Uppsala, Sweden",,"https://ClinicalTrials.gov/show/NCT05061030"
15,"NCT01291329","Intracoronary Human Wharton's Jelly- Derived Mesenchymal Stem Cells (WJ-MSCs) Transfer in Patients With Acute Myocardial Infarction (AMI)","WJ-MSC-AMI","Completed","No Results Available","ST-Elevation Myocardial Infarction","Genetic: intracoronary human umbilical WJ-MSC transfer","Quantify myocardium metabolic and perfusion measured by F-18-fluorodeoxyglucose (F-18-FDG) postremission tomography (PET) and 99 mTctetrofosmine single-photon (SPET), as well as global left ventricular ejection fraction measured by echocardiography.|Secondary endpoints: safety will be determined by the assessment of major adverse coronary events (MACE).","Navy General Hospital, Beijing|Chinese PLA General Hospital|General Hospital of Chinese Armed Police Forces|First People's Hospital of Foshan","All","18 Years and older   (Adult, Older Adult)","Phase 2","160","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","2006AA02Z469","February 2011","February 2012","July 2012","February 8, 2011",,"February 13, 2015","Fu Cheng Lu 6, Beijing, China",,"https://ClinicalTrials.gov/show/NCT01291329"
16,"NCT03798353","Pericardial Matrix With Mesenchymal Stem Cells for the Treatment of Patients With Infarcted Myocardial Tissue","PERISCOPE","Active, not recruiting","No Results Available","Myocardial Infarction","Combination Product: PeriCord: Expanded and cryopreserved allogeneic umbilical cord Wharton´s jelly-derived adult mesenchymal stem cells colonized on human pericardial matrix.|Procedure: Surgery by sternotomy","Rate of death or rehospitalization due to any cause and / or adverse reactions related to the procedure / product under investigation.|Death rate or rehospitalization due to cardiovascular causes|Rate of relevant arrhythmias in Holter of 24 hours|Relevant changes in N-terminal B-type natriuretic peptide (NT-proBNP) and High sensitivity troponin I (hsTnI) levels|Changes in the necrotic myocardial mass ratio|Changes of regional contractility|Changes in ejection fraction of the left ventricle|changes in left and right ventricular geometric remodeling|Changes in the score on the quality of life test Short Form 36 Healthy Survey (SF-36).|Changes in the score on the quality of life Kansas City Cardiomyopathy Questionnaire (KCCQ) test in cases of participants with heart failure will be used.","Fundació Institut Germans Trias i Pujol|Germans Trias i Pujol Hospital","All","18 Years to 99 Years   (Adult, Older Adult)","Phase 1","12","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","ICOR-2016-02|2018-001964-49","May 13, 2019","September 2022","September 2022","January 9, 2019",,"October 5, 2021","Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT03798353"
17,"NCT03973827","Wharton´s Jelly Derived Mesenchymal Stromal Cell Repeated Treatment of Adult Patients Diagnosed With Type I Diabetes",,"Active, not recruiting","No Results Available","Type1diabetes","Drug: ProTrans","The primary safety endpoint in this study is; safety parameters include adverse events, hypoglycemia and allergic reactions|Delta-change of C-peptide AreaUnder the Curve (AUC) (0-120 min) for Mixed Meal Tolerance Test (MMTT) at day 372 following WJMSC infusion when compared to test performed before start of treatment.|Number of patients insulin independent (ADA criteria) at day 372.|Number of patients with daily insulin needs <0.25U/kg at day 372.|HbA1c at day 372|Glucose variability (mean amplitude of glycaemic excursions and glycaemic lability index) duration derived from the continuous glucose monitoring system® at day 372|Delta change of levels of fasting C-peptide at day 372 when compared to test before start of treatment|Numbers of patients with peak C-peptide >0.20 nmol/l, in response to the MMTT, at day 372.","NextCell Pharma Ab","Male","18 Years to 41 Years   (Adult)","Phase 1|Phase 2","15","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ProTrans-Repeat|2018-004158-11","May 17, 2019","December 10, 2020","October 30, 2024","June 4, 2019",,"January 11, 2022","Karolinska Trial Alliance, Fas 1 enheten, Karolinska Universitetssjukhuset Huddinge, Huddinge, Sweden",,"https://ClinicalTrials.gov/show/NCT03973827"
18,"NCT03406585","Wharton´s Jelly Derived Mesenchymal Stromal Cell Treatment of Adult Patients Diagnosed With Type I Diabetes",,"Completed","No Results Available","Type1 Diabetes Mellitus","Drug: ProTrans: Allogeneic transplantation with WJMSCs|Drug: Placebos","Safety; measured through set safety parameters|Efficacy; comparison of the intervention versus placebo at day 372 versus start of treatment|Number of patients insulin independent (ADA criteria) at days 187 and 372|Number of patients with daily insulin needs <0.25U/kg at days 187 and 372|Insulin requirement/kg BW at days 187 and 372|HbA1c at days 187 and 372.|Glucose variability at day 372|Delta change of levels of fasting C-peptide at day 372|Numbers of patients with peak C-peptide >0.20 nmol/l, in response to the MMTT, at day 372","NextCell Pharma Ab","All","18 Years to 40 Years   (Adult)","Phase 1|Phase 2","24","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ProTrans-T1D|2017-002766-50","November 28, 2017","July 1, 2020","September 4, 2020","January 23, 2018",,"January 11, 2022","Karolinska Trial Alliance, Fas 1 enheten, Karolinska Universitetssjukhuset Huddinge, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT03406585"
19,"NCT05043610","MSCs for Prevention of MI-induced HF","PREVENT-TAHA","Recruiting","No Results Available","Myocardial Infarction, Acute|Myocardial Infarction First|Myocardial Infarction, Anterior Wall|Cardiac Remodeling, Ventricular|STEMI|Regenerative Medicine|Heart Failure","Biological: Umbilical Cord-Derived Wharton's Jelly Mesenchymal Stem Cells (WJ-MSCs)|Other: Conventional Treatment","Incidence of Heart Failure|Change in Left Ventricular Function from base line|Cardiovascular Death|Composite outcome of cardiovascular death and heart failure incidence","Shiraz University of Medical Sciences|National Institute of Medical Research Development (NIMAD), Iran|Cell Tech Pharmed Company, Iran","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 3","240","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","IR.SUMS.REC.1400.409","January 1, 2021","November 1, 2025","November 1, 2025","September 14, 2021",,"September 14, 2021","Al-Zahra Heart Hospital, Shiraz University of Medical Sciences, Shiraz, Fars, Iran, Islamic Republic of|Faghihi Hospital, Shiraz, Fars, Iran, Islamic Republic of|Namazee Hospital, Shiraz, Fars, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT05043610"
20,"NCT04896853","Treatment of Respiratory Complications Associated With COVID-19 Infection Using ProTrans®",,"Recruiting","No Results Available","COVID-19 Acute Respiratory Distress Syndrome","Biological: ProTrans®","Safety and tolerance of a single infusion of ProTrans®|Effect of ProTrans® -MSC on patient clinical status, including mortality|Effect of ProTrans® -MSC on patient clinical status, including mortality, at day 7|Effect of ProTrans® -MSC on patient clinical status, including mortality, at day 15|Effect of ProTrans® -MSC on patient clinical status, including mortality, at day 30|Time to clinical improvement after ProTrans® - MSC infusion|Effect of of ProTrans® -MSC on lung damage|Duration of hospitalization and Intensive Care Unit (ICU) stay|Kinetics of COVID-19 viral load after ProTrans® -MSC infusion","NextCell Pharma Ab|Karolinska Trial Alliance","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1","9","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PRO TRANS 19+|2020-002078-29","May 18, 2021","September 30, 2024","December 31, 2024","May 21, 2021",,"May 21, 2021","Department of Cardiology, Respiratory medicine and Physiology, Örebro University Hospital, Örebro, Sweden",,"https://ClinicalTrials.gov/show/NCT04896853"
21,"NCT03337243","Effect of Implanting Allogenic Cytokines Derived From Human Amniotic Membrane (HAM) and Mesenchymal Stem Cells Derived From Human Umbilical Cord Wharton's Jelly (HUMCWJ) on Pain and Functioning of Knee Osteoarthritis",,"Completed","No Results Available","Knee Osteoarthritis|Knee Pain Chronic|Joint Disease|Arthritis|Osteo Arthritis Knee|Musculoskeletal Disease","Procedure: HAM and HUMCWJ Injections","Change in Western Ontario and McMaster Universities Arthritis Index (WOMAC) over 3 months|Change in pain during sit-to-stand over 3 months|Change in pain during supine to upright over 3 months|Change in pain during ascent/decent stairs over 3 months","Sport and Spine Rehab Clinical Research Foundation","All","50 Years to 85 Years   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","StemCell","November 9, 2017","April 26, 2019","April 26, 2019","November 8, 2017",,"May 6, 2020","Scott Medical Health Center, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03337243"
22,"NCT03158896","Evaluation of Umbilical Cord-Derived Wharton's Jelly Stem Cells for the Treatment of Acute Graft Versus Host Disease",,"Recruiting","No Results Available","Acute Graft Versus Host Disease","Biological: MSCTC-0010 Dose Escalation","proportion of participants who have a TRSAE after infusion of MSCTC 0010|Proportion of participants who achieve a complete response (CR) of aGVHD by study day 42|Proportion of participants with improvement of GVHD in 1 or more organs involved with GVHD by day 42|Occurrence of addition of escalated immunosuppressive therapy by day 90|Occurrence of Formation of ectopic tissue foci at day 90","University of Kansas Medical Center","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1","10","Other","Interventional","Allocation: N/A|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IIT-2016-aGvHD-MSCTC-0010","July 9, 2018","August 2022","August 2023","May 18, 2017",,"June 8, 2022","Kansas University Cancer Center, Kansas City, Kansas, United States",,"https://ClinicalTrials.gov/show/NCT03158896"
23,"NCT04333368","Cell Therapy Using Umbilical Cord-derived Mesenchymal Stromal Cells in SARS-CoV-2-related ARDS","STROMA-CoV2","Completed","No Results Available","Severe Acute Respiratory Syndrome Coronavirus 2|Severe Acute Respiratory Distress Syndrome","Biological: Umbilical cord Wharton's jelly-derived human|Other: NaCl 0.9%","Respiratory efficacy evaluated by the increase in PaO2/FiO2 ratio from baseline to day 7 in the experimental group compared with the placebo group|Lung injury score|Oxygenation index|In-hospital mortality|Mortality|Ventilator-free days|Number of days between randomization and the first day the patient meets weaning criteria o Number of days between randomization and the first day the patient meets PaO2/FiO2 > 200 (out of a prone positioning session)|Cumulative use of sedatives|Cumulative duration of use of sedatives|Cumulative duration of use of neuromuscular blocking agents (other than used for intubation)|Cumulative use of neuromuscular blocking agents (other than used for intubation)|ICU-acquired weakness and delirium|Treatment-induced toxicity rate and adverse events up to day 28|Quality of life at one year (EQ5D-3L quality of life questionnaire)|Measurements of plasmatic cytokines (IL1, IL6, IL8, TNF-alpha, IL10, TGF-beta, sRAGE, Ang2) level|Anti-HLA antibodies plasmatic dosage","Assistance Publique - Hôpitaux de Paris","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","47","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","APHP200395|2020-001287-28","April 6, 2020","October 26, 2021","October 26, 2021","April 3, 2020",,"February 18, 2022","Hôpital Pitié-Salpêtrière - APHP, Paris, France|Hôpital Européen Georges Pompidou - APHP, Paris, France",,"https://ClinicalTrials.gov/show/NCT04333368"
24,"NCT04877067","Therapy of Toxic Optic Neuropathy Via Combination of Stem Cells With Electromagnetic Stimulation","Magnovision","Completed","No Results Available","Methanol Poisoning|Toxic Optic Neuropathy|Stem Cell Tyrosine Kinase 1 Y842X|Magnetic Field Exposure","Biological: Wharton jelly derived mesenchymal stem cell|Device: Repetitive electromagnetic stimulation","ETDRS visual acuity:|Visual field sensitivity: Fundus perimetry deviation index (FPDI, %)|Ganglion cell complex thickness (GCC thickness, µm):|Pattern visual evoked potential (pVEP)","Ankara Universitesi Teknokent|International Olympic Committee","All","18 Years and older   (Adult, Older Adult)","Phase 3","18","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","56733164/203 E.1925","April 1, 2019","April 30, 2021","April 30, 2021","May 7, 2021",,"May 10, 2021","Ankara University Biotechnology Institute, Ankara, Türkiye, Turkey|Umut Arslan, Ankara, Turkey",,"https://ClinicalTrials.gov/show/NCT04877067"
25,"NCT05018637","Efficacy of WJ-derived Mesenchymal Stem Cells in Combination With Parathyroid Hormone for Vertebral Compression Fracture",,"Enrolling by invitation","No Results Available","Vertebral Compression Fracture|Osteoporotic Fractures","Drug: WJ-MSC|Drug: Teriparatide","improvement in Visual Analogue Scale|improvement in Oswestry Disability Index|Change in the T score (lumbar spine and femoral neck) of dual-energy x-ray absorptiometry|Presence of new vertebral fracture|Change in the bone mineral density (computed tomography) of fractured vertebrae","Inbo Han|CHA University","Female","40 Years and older   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2019-11-010","September 1, 2020","December 31, 2022","December 31, 2022","August 24, 2021",,"August 24, 2021","CHA University, CHA Bundang Medical Center, Seongnam-si, Gyeonggi-do, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT05018637"
