"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
11,"NCT05167721","Randomized Double-Blind Placebo-Controlled Adaptive Design Trial Of Intrathecally Administered Autologous Mesenchymal Stem Cells In Multiple System Atrophy",,"Recruiting","No Results Available","Multiple System Atrophy","Biological: Autologous Mesenchymal Stem Cells|Other: Placebo","Change in UMSARS total (= UMSARS I + UMSARS II) score|Change in UMSARS I score|Change in UMSARS II score|Change in modified UMSARS score|Change in COMPASS select score|Rate of atrophy of selected brain regions","Mayo Clinic","All","30 Years to 70 Years   (Adult, Older Adult)","Phase 2","76","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","21-005569|FD-R-07290-01","December 15, 2021","December 15, 2025","December 30, 2025","December 22, 2021",,"January 21, 2022","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT05167721"
12,"NCT01659762","A Phase I Study Evaluating Autologous Bone Marrow Derived Mesenchymal Stromal for Crohn's Disease.","EPIC/MSC/IBD","Completed","No Results Available","Crohn's Disease","Biological: autologous mesenchymal stromal cell","Number of adverse events|Crohn's disease activity Index (CDAI)","Emory University|Atlanta Clinical and Translational Science Institute","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","16","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00051454|EPIC001","July 2012","July 2015",,"August 8, 2012",,"October 17, 2016","Emory University, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT01659762"
13,"NCT04432467","Fertility Restoration Using Autologous Mesenchymal Stem Cells",,"Completed","No Results Available","Chronic Endometritis|Uterus; Scar|Uterine Synechiae|Fallopian Tube Obstruction","Biological: Autologous mesenchymal stem cells|Other: standard treatment","Number of cured patients|Number of patients with treatment-related adverse events","Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus|Belarusian Medical Academy of Post-Graduate Education","Female","18 Years to 45 Years   (Adult)","Phase 1|Phase 2","10","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IBCE_MSC(Fertility)","October 1, 2020","September 30, 2021","September 30, 2021","June 16, 2020",,"December 10, 2021","Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus, Minsk, Belarus",,"https://ClinicalTrials.gov/show/NCT04432467"
14,"NCT03778333","Mesenchymal Stem Cells for Progressive Multiple Sclerosis_Sweden",,"Completed","No Results Available","Autologous Mesenchymal Stem Cells|Multiple Sclerosis","Biological: Autologous mesenchymal stem cells","To evaluate number of participants with an adverse event related to the treatment.|To evaluate effects on MS disease activity measured by cumulative number of MRI T2 lesions.|To evaluate effects on MS disease activity measured by change in EDSS (expanded disability status scale).|To evaluate effect on peripheral blood immune cell populations.","Karolinska Institutet","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","7","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MSC-progressive MS","December 1, 2012","December 2016","December 31, 2016","December 19, 2018",,"December 19, 2018","Karolinska Institute, Karolinska University Hospital Solna, Stockholm, Sweden|Karolinska Institute, Karolinska University Hospital, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT03778333"
15,"NCT05086939","Multicenter Clinical Trial Comparing Treatment With Allogeneic Mesenchymal Cells Versus Autologous Mesenchymal Cells and Versus Active Control With Hyaluronic Acid in Patients With Knee Osteoarthritis.","ARTROCELL","Recruiting","No Results Available","Knee Osteoarthritis","Drug: Autologous MSCs|Drug: Allogenic MSCs|Drug: Hyaluronic Acid","Range of motion.|Pain self-assessment.|Knee Osteoarthritis.|Functional response.|X-ray changes of osteoarthritis.|Radiological response using nuclear magnetic resonance imaging.|Perceived general well-being.|Feasibility assessment of a multicentre strategy production of both cell types with several Cell Production Units|Evaluation of presence of adverse events related with investigational medical product (IMP).","Fundación Instituto de Estudios de Ciencias de la Salud de Castilla y León|Instituto de Investigación Biomédica de Salamanca|Spanish Clinical Research Network - SCReN|Institut d'Investigacions Biomèdiques August Pi i Sunyer|Hospital Universitari de Bellvitge","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 3","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ARTROCELL|2019-002446-21","May 26, 2021","December 2025","December 2025","October 21, 2021",,"June 2, 2022","Hospital Clinic, Barcelona, Spain|Hospital Clínico Universitario San Carlos, Madrid, Spain|Hospital Fundación Jiménez Díaz, Madrid, Spain|Hospital Gregorio Marañón, Madrid, Spain|Hospital Universitario Virgen de la Arrixaca, Murcia, Spain|Hospital Universitario Virgen de la Victoria, Málaga, Spain|Clínica Universidad de Navarra, Pamplona, Spain|Complejo Asistencial Universitario de Salamanca, Salamanca, Spain|Hospital Clínico Universitario de Valladolid, Valladolid, Spain",,"https://ClinicalTrials.gov/show/NCT05086939"
16,"NCT02292628","Study, Double Blind, Randomized, Comparing Two Groups to Evaluate the Safety and Efficacy of Autologous Mesenchymal Stem Cells From Adipose Tissue (CMMAd) in the Treatment of the Faecal Incontinence",,"Completed","No Results Available","Faecal Incontinence","Drug: Infusion of mesenchymal stem cells from adipose tissue|Other: Infusion of placebo","Number of Serious Adverse Events|Changes in the faecal incontinence diary|Anorectal manometry|Jorge-Wexner Score|Faecal Incontinence Quality of Life","Andalusian Initiative for Advanced Therapies - Fundación Pública Andaluza Progreso y Salud|Iniciativa Andaluza en Terapias Avanzadas|Andalusian Network for Design and Translation of Advanced Therapies","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","16","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","CMMAd/InFe/2011","October 2013","September 2017","September 2017","November 17, 2014",,"April 17, 2018","H. Juan Ramón Jiménez, Huelva, Spain|Fundación Jiménez Díaz, Madrid, Spain|Hospital Regional U de Málaga, Málaga, Spain|Hospital U Virgen del Rocio, Sevilla, Spain",,"https://ClinicalTrials.gov/show/NCT02292628"
17,"NCT05095532","Autologous Mesenchymal Stromal Cells and Islet Co-transplantation in TP-IAT",,"Recruiting","No Results Available","Chronic Pancreatitis|Mesenchymal Stem Cells","Biological: Bone marrow-derived mesenchymal stem cells|Other: Placebo","Change in Islet Cell Function|Change in HbA1C levels from baseline to 12 months.|Proportion of insulin-independent patients following IAT|Average daily insulin requirement|Beta cell function as assessed by beta-score","Medical University of South Carolina|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","All","18 Years and older   (Adult, Older Adult)","Phase 1","42","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","Pro00099487|R01DK126454","December 1, 2021","June 30, 2026","June 30, 2026","October 27, 2021",,"March 25, 2022","Medical University of South Carolina, Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT05095532"
18,"NCT02495766","Autologous Mesenchymal Stromal Cells for Multiple Sclerosis","EMMES","Completed","No Results Available","Relapsing-Remitting Multiple Sclerosis|Secondary Progressive Multiple Sclerosis","Drug: XCEL-MC-ALPHA|Drug: Placebo","Adverse events|Cumulative number of MRI Gd-enhancing lesions|Multiple Sclerosis Outbreaks|Expanded Disability Status Scale (EDDS) score|Cumulative number of lesions visualized on T2 sequence","Banc de Sang i Teixits|Vall d'Hebron Research Institute (VHIR)","All","18 Years to 60 Years   (Adult)","Phase 1|Phase 2","8","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","XCEL-MS-02","May 11, 2015","November 27, 2017","November 15, 2018","July 13, 2015",,"January 21, 2020","Hospital Vall Hebron, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT02495766"
19,"NCT02482194","Autologous Mesenchymal Stem Cells Transplantation for Spinal Cord Injury- A Phase I Clinical Study",,"Completed","No Results Available","Spinal Cord Injury","Biological: mesenchymal stem cells","Number of adverse events|Sensory and motor strength|Functional Independence|Muscle strength assessment","National Institute of Blood and Marrow Transplant (NIBMT), Pakistan|Armed Forces Institute of Regenerative Medicine","All","18 Years to 50 Years   (Adult)","Phase 1","9","Other|U.S. Fed","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AFBMTC-SCI-2013","June 2013","January 2016","March 2016","June 26, 2015",,"June 29, 2016","Armed Forces Bone Marrow Transplant Centre, Rawalpindi, Pakistan",,"https://ClinicalTrials.gov/show/NCT02482194"
20,"NCT00250302","Autologous Implantation of Mesenchymal Stem Cells for the Treatment of Distal Tibial Fractures",,"Completed","No Results Available","Tibial Fracture","Procedure: autologous mesenchymal stem cells implantation","Safety|Number of patients reaching clinical union of fracture","Hadassah Medical Organization|Teva Branded Pharmaceutical Products R&D, Inc.","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","24","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AMSC-01-HMO-CTIL","April 2009","April 2011","April 2011","November 8, 2005",,"April 28, 2011","Hadassah Medical Organizaton, Jerusalem, Israel",,"https://ClinicalTrials.gov/show/NCT00250302"
21,"NCT02035514","Phase I-II Clinical Trial With Autologous Bone Marrow Derived Mesenchymal Stem Cells for the Therapy of Multiple Sclerosis",,"Completed","No Results Available","Relapsing Remitting Multiple Sclerosis (RRMS)","Biological: Bone marrow autologous mesenchymal stem cells transplantation","Change from baseline in safety|Change from baseline in effectiveness by MRI|Feasibility|Change in clinical efficacy|Change in Quality of life|Immunology|Axonal effect","Germans Trias i Pujol Hospital|Ministerio de Sanidad, Servicios Sociales e Igualdad","All","18 Years to 50 Years   (Adult)","Phase 1|Phase 2","9","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","CELLTRiMS|2010-024081-21","December 2013","July 2016","July 2016","January 14, 2014",,"December 15, 2016","Germans Trias i Pujol Hospital, Badalona, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT02035514"
22,"NCT00955669","Comparison of Autologous Mesenchymal Stem Cells and Mononuclear Cells on Diabetic Critical Limb Ischemia and Foot Ulcer",,"Completed","No Results Available","Autologous Transplantation|Diabetic Foot","Biological: Symptoms and Objective Examination","Magnetic resonance angiography","Third Military Medical University","All","40 Years to 70 Years   (Adult, Older Adult)","Phase 1","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ldb2008101","August 2009","August 2010","August 2010","August 10, 2009",,"December 1, 2010","the southwest Hospital, Chongqing, Chongqing, China",,"https://ClinicalTrials.gov/show/NCT00955669"
23,"NCT01436058","Side Effects of Autologous Mesenchymal Stem Cell Transplantation in Ankle Joint Osteoartritis",,"Completed","No Results Available","Osteoarthritis","Biological: mesenchymal stem cell","safety|pain|physical function|defect","Royan Institute","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","6","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Royan-Bone-007","September 2010","September 2011","September 2011","September 19, 2011",,"September 19, 2011","Royan Institute, Tehran, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT01436058"
24,"NCT03007576","Treatment of Knee Osteoarthritis With Autologous Mesenchymal Stromal Cell Product (RegStem)",,"Completed","No Results Available","Osteoarthritis,Knee","Biological: RegStem","Safety of RegStem by incidence of adverse events and changes in physical examinations, vital signs and the results of clinical lab tests.|Clinical assessment of International Knee Documentation Committee (IKDC) score|Clinical assessment of Knee injury and Osteoarthritis Outcome Score (KOOS)|Clinical assessment of visual analogue scale (VAS)|Clinical assessment of knee X-ray|Clinical assessment of knee MRI","EMO Biomedicine Corporation|Far Eastern Memorial Hospital","All","50 Years to 75 Years   (Adult, Older Adult)","Phase 1","12","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","EMOCT01","August 1, 2017","August 31, 2019","August 31, 2019","January 2, 2017",,"November 13, 2019","Far Eastern Memorial Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT03007576"
25,"NCT02166021","Clinical Efficacy of Autologous Mesenchymal Bone Marrow Stem Cells in Active & Progressive Multiple Sclerosis",,"Completed","No Results Available","Multiple Sclerosis (MS)","Biological: Mesenchymal stem cells","Safety Assessment|Neurological efficacy|EDSS score|Ambulation score|Functional scores|Single injection vs. repeated MSCs injection|Relapse rate|T2-weighted flair lesions load in MRI|Total brain volume in MRI|Gadolinium enhancing lesions in MRI|Functional MRI|25-feet timed walking|9-hole peg test|Paced Auditory Serial Addition Test (PASAT)|Cognitive function: Controlled Oral Word Association Test (COWAT)|Optical coherence tomography (OCT)|Immunology","Dimitrios Karussis|Hadassah Medical Organization","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","48","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","MSC-MS-001-IL","January 29, 2015","June 15, 2018","December 24, 2018","June 18, 2014",,"August 1, 2019","Hadassah Medical Organization, Jerusalem, Israel",,"https://ClinicalTrials.gov/show/NCT02166021"
26,"NCT01777646","Autologous Mesenchymal Bone Marrow Stromal Cells Secreting Neurotrophic Factors (MSC-NTF), in Patients With Amyotrophic Lateral Sclerosis (ALS)",,"Completed","No Results Available","Amyotrophic Lateral Sclerosis","Biological: MSC_NTF cells transplantation by multiple intramuscular injections at 24 separate sites, in addition to a single intrathechal injection into the CSF","Safety evaluation and tolerability of a single treatment administration in an escalating-dose of autologous cultured mesenchymal bone marrow stromal cells secreting neurotrophic factors (MSC-NTF)|Changes in the progression rate of the disease as evidenced by changes in the ALS functional rating scale|Changes in muscle strength grading (MVIC) by muscle chart|Changes in muscle bulk estimated by MRI of the upper and lower extremities|Change in upper and lower extremities circumference (cm)|Changes in EMG parameters","Brainstorm-Cell Therapeutics|Hadassah Medical Organization","All","20 Years to 75 Years   (Adult, Older Adult)","Phase 2","14","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MSC-NTF-002-HMO-CTIL","December 2012","September 2014","September 2015","January 29, 2013",,"March 8, 2018","Hadassah Medical Organization, Jerusalem, Israel",,"https://ClinicalTrials.gov/show/NCT01777646"
27,"NCT04290182","A Study of Local Administration of Autologous Mesenchymal Stromal Cells in Dysphonic Patients With Vocal Fold Scarring",,"Recruiting","No Results Available","Hoarseness|Dysphonia|Aphonia|Vocal Fold; Scar","Biological: MSC-KI-PL-204","Safety and tolerability of treatment|Assessment of VF function|Assessment of subjective voice ratings|Assessment of tissue metabolism and healing","Karolinska University Hospital|Swedish Foundation for Strategic Research","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2019-06160 and 5.1-2019-92069","March 2020","June 2022","June 2023","February 28, 2020",,"February 28, 2020","Karolinska Trial Alliance, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT04290182"
28,"NCT04063215","A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy for the Treatment of Traumatic Brain Injury and Hypoxic-Ischemic Encephalopathy",,"Active, not recruiting","No Results Available","Traumatic Brain Injury","Biological: HB-adMSCs","Glucose|Calcium|Albumin|Total Protein|Sodium|Total carbon dioxide|Potassium|Chloride|BUN|Creatinine|Alkaline phosphatase|Alanine aminotransferase|Aspartate aminotransferase|Total Bilirubin|White blood cell|Red blood cell|Hemoglobin|Hematocrit|Mean corpuscular volume|Mean corpuscular hemoglobin|Mean corpuscular hemoglobin concentration|Red cell distribution width|Neutrophils|Lymphs|Monocytes|Eos|Basos|Absolute Neutrophils|Absolute Lymphs|Absolute monocytes|Absolute Eos|Absolute Basos|Immature Granulocytes|Absolute Immature Granulocytes|Platelets|Prothrombin Time|INR|Urine Pregnancy|Whole brain MRI|PET/DT-MRI|Glasgow Outcome Score|Galveston Orientation and Amnesia Test|Rivermead Post-Concussion Symptoms Questionnaire|Automated Neuropsychological Assessment Metrics|Verbal Selective Reminding Test|Verbal Fluency Test|Stroop|Interleukin 1-alpha|Interleukin 4|Tumor necrosis factor alpha|Interleukin 6|Interleukin 10","Hope Biosciences|The University of Texas Health Science Center, Houston","All","18 Years to 55 Years   (Adult)","Phase 1|Phase 2","24","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HBTBI01","January 1, 2020","May 27, 2022","December 31, 2024","August 21, 2019",,"May 31, 2022","Memorial Hermann Hospital-Clinical Research Unit (MMH-CRU), Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT04063215"
