"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
11,"NCT02097641","Human Mesenchymal Stromal Cells For Acute Respiratory Distress Syndrome (START)","START","Completed","Has Results","Respiratory Distress Syndrome, Adult","Biological: Allogeneic Bone Marrow-Derived Human Mesenchymal Stromal Cells|Biological: Plasma-Lyte A","Numbers of Patients Occurred Pre-specified Infusion Associated Events Occurring Within 6 Hours of Study Infusion|Numbers of Patients Occurred Any Cardiac Arrest or Death Within 24 Hours of Study Infusion|Numbers of Patients Occurred Any Unexpected Severe Adverse Events (Including All-cause Deaths)|PaO2:FiO2 Change From Baseline to Day 3|Lung Injury Score From Baseline to Day 3|Oxygenation Index Change From Baseline to Day 2|SOFA Score Change From Baseline to Day 3|Number of Patients Death to Day 28|Mortality to Day 60|Number of Ventilator-free Days to Day 28|Non-pulmonary Organ-failure-free Days to Day 28|Angiopoietin 2 Change From Baseline to 6 h|Angiopoietin 2 Change From Baseline to 24 h|Interleukin 6 Change From Baseline to 6 h|Interleukin 6 Change From Baseline to 24 h|Interleukin 8 Change From Baseline to 6 h|Interleukin 8 Change From Baseline to 24 h|RAGE Change From Baseline to 6 h|RAGE Change From Baseline to 24 h","Michael A. Matthay|National Heart, Lung, and Blood Institute (NHLBI)|Massachusetts General Hospital|Stanford University|University of Pittsburgh|University of Minnesota|Ohio State University|University of California, San Francisco","All","18 Years and older   (Adult, Older Adult)","Phase 2","60","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","UCSF-hMSC-ARDS-P2|1U01HL108713-01","March 15, 2014","March 9, 2017","February 9, 2018","March 27, 2014","April 10, 2019","April 10, 2019","University of California San Francisco, San Francisco, California, United States|Stanford University, Stanford, California, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|University of Minnesota Medical Center, Saint Paul, Minnesota, United States|Ohio State University, Columbus, Ohio, United States|University of Pittsburgh, Pittsburgh, Pennsylvania, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/41/NCT02097641/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02097641"
12,"NCT04345601","Mesenchymal Stromal Cells for the Treatment of SARS-CoV-2 Induced Acute Respiratory Failure (COVID-19 Disease)",,"Recruiting","No Results Available","Sars-CoV2|Acute Respiratory Distress Syndrome|COVID-19","Biological: Mesenchymal Stromal Cells|Other: Supportive Care","Treatment-related serious adverse events (tSAEs)|Change in clinical status at day 14","Baylor College of Medicine|Center for Cell and Gene Therapy, Baylor College of Medicine|The Methodist Hospital Research Institute","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","66","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","H-47561 MSC for COVID-19","February 12, 2021","October 2022","October 2022","April 14, 2020",,"October 6, 2021","Houston Methodist Hospital, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT04345601"
13,"NCT03478215","Mesenchymal Stromal Cells in Living Donor Kidney Transplantation",,"Recruiting","No Results Available","Renal Transplantation|Mesenchymal Stem Cells","Biological: Mesenchymal Stromal Stem Cells (MSCs) Infusion|Other: Normal Saline (Placebo) Infusion","Number of participants without any infusional toxicity, occurring within 24 hours of infusion.|Number of participants without any acute rejection, graft loss, or death at 6 months post transplant.","The Methodist Hospital Research Institute|Center for Cell and Gene Therapy, Baylor College of Medicine","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","24","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Other","Pro00012858|U1111-1169-2289","December 2016","December 2023","December 2023","March 27, 2018",,"March 9, 2022","Houston Methodist Hospital System, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03478215"
14,"NCT01061099","Repeated Infusions of Mesenchymal Stromal Cells in Children With Osteogenesis Imperfecta","STOD3","Completed","No Results Available","Osteogenesis Imperfecta Type II|Osteogenesis Imperfecta Type III","Biological: Mesenchymal Stromal Cells","To determine the safety or repeated infusions of donor-derived and MSCs in subjects with severe osteogenesis imperfecta > 5years after an allogeneic bone marrow transplant and no prior bone marrow transplant.|To determine if MSCs elicit an immune response after repeated infusions.|To determine the change in clinical course (growth, bone mineral content, fracture rate, development/activities) of subjects after experimental MSC intervention therapy as compared with each subject's own pre-MSC intervention therapy.","Nationwide Children's Hospital","All","up to 19 Years   (Child, Adult)","Phase 1","5","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2008-4-5947","February 2010","March 2013","February 2014","February 2, 2010",,"April 24, 2015","The Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT01061099"
15,"NCT01659762","A Phase I Study Evaluating Autologous Bone Marrow Derived Mesenchymal Stromal for Crohn's Disease.","EPIC/MSC/IBD","Completed","No Results Available","Crohn's Disease","Biological: autologous mesenchymal stromal cell","Number of adverse events|Crohn's disease activity Index (CDAI)","Emory University|Atlanta Clinical and Translational Science Institute","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","16","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00051454|EPIC001","July 2012","July 2015",,"August 8, 2012",,"October 17, 2016","Emory University, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT01659762"
16,"NCT03608631","iExosomes in Treating Participants With Metastatic Pancreas Cancer With KrasG12D Mutation",,"Recruiting","No Results Available","KRAS NP_004976.2:p.G12D|Metastatic Pancreatic Adenocarcinoma|Pancreatic Ductal Adenocarcinoma|Stage IV Pancreatic Cancer AJCC v8","Drug: Mesenchymal Stromal Cells-derived Exosomes with KRAS G12D siRNA","Maximum Tolerated Dose Determined by Dose Limiting Toxicity|Minimal residual disease rate in high-risk patients|Overall survival (OS)|Progression-free survival (PFS)","M.D. Anderson Cancer Center","All","18 Years and older   (Adult, Older Adult)","Phase 1","28","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2018-0126|NCI-2018-01441","January 27, 2021","March 31, 2023","March 31, 2023","August 1, 2018",,"April 26, 2022","M D Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03608631"
17,"NCT00644410","Autologous Mesenchymal Stromal Cell Therapy in Heart Failure",,"Completed","No Results Available","Congestive Heart Failure","Biological: Mesenchymal stromal cell|Biological: Saline","Improvements in left ventricular function|Clinical improvements","Rigshospitalet, Denmark","All","30 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","59","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MSC heart failure","September 2008","March 2015","March 2015","March 26, 2008",,"March 17, 2015","The Heart Centre, Rigshospitalet University Hospital Copenhagen,, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT00644410"
18,"NCT02260375","MSC Therapy in Liver Transplantation",,"Recruiting","No Results Available","Liver Transplant Rejection","Biological: Mesenchymal Stromal Cells","Number of adverse events|Liver tissue mRNA level of Transferrin receptor CD71 (TFRC) and Hepcidin antimicrobial peptide (HAMP) genes|Circulating naive and memory T cell conts (CD45RA/CD45RO)(flow cytometry analysis)|T-cell function in mixed lymphocyte reaction","Monia Lorini|Mario Negri Institute for Pharmacological Research|A.O. Ospedale Papa Giovanni XXIII","All","18 Years and older   (Adult, Older Adult)","Phase 1","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MSC liver transplant tolerance|2014-001531-37","October 2014","October 2024","October 2025","October 9, 2014",,"April 6, 2018","U.S.C Nefrologia e Dialisi, Bergamo, Italy|USC Chirurgia Generale III, Bergamo, Italy|USC Ematologia, Bergamo, Italy|USC Gastroenterologia, Bergamo, Italy|Servizio di Immunoematologia e Medicina Trasfusionale, Bologna, Italy|Unità Chirurgia Generale e Trapianti, Bologna, Italy",,"https://ClinicalTrials.gov/show/NCT02260375"
19,"NCT04466098","Multiple Dosing of Mesenchymal Stromal Cells in Patients With ARDS (COVID-19)",,"Active, not recruiting","No Results Available","Acute Respiratory Distress Syndrome|ARDS (Moderate or Severe)|COVID-19 Pneumonia","Biological: Mesenchymal stromal cells|Other: Placebo","Incidence of grade 3-5 infusional toxicities and predefined hemodynamic or respiratory adverse events related to the infusion of MSC|Incidence of a reduction in one or more biomarkers of inflammation by day 7|Trend changes in PaO2:FiO2 ratio|Trend changes in Mean Airway Pressure|Trend changes in peak pressure|Trend changes in plateau pressure|Trend changes in Positive end-expiratory airway pressure (PEEP)|Incidence of mortality|Number of ICU-free days|Number of days alive and ventilator free composite score 3|Change in acute lung injury (ALI) score 2|Incidence of serious adverse events|Number of days alive off supplemental oxygen","Masonic Cancer Center, University of Minnesota","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","9","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","2020LS075|MT2020-12","July 30, 2020","August 21, 2021","December 2022","July 10, 2020",,"February 28, 2022","University of Minnesota, Minneapolis, Minnesota, United States|University of Pittsburgh, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT04466098"
20,"NCT04255147","Cellular Therapy for Extreme Preterm Infants at Risk of Developing Bronchopulmonary Dysplasia",,"Not yet recruiting","No Results Available","Bronchopulmonary Dysplasia","Biological: Allogeneic Umbilical Cord Tissue-Derived Mesenchymal Stromal Cells","Occurrence and rate of dose limiting toxicity|Rate of Death|Occurrence of Other Severe Complications of Prematurity|FiO2 and Oxygen Index|Need for Ventilatory Support|Need for Postnatal Steroids|Incidence and Severity of BPD|Rate of Survival Without (moderate or severe) BPD|Changes in Pulmonary Hemodynamics|Biological Measure of Clinical Improvement|Biological Measure of Lung Improvement|Feasibility: Cell Administration|Feasibility: Recruitment Efficiency|Feasibility: Recruitment Timing|Feasibility: Participant Retainment|Bayley Scale of Infant and Toddler Development|Long-term Safety Follow-Up|Animated Information Video","Ottawa Hospital Research Institute|Canadian Institutes of Health Research (CIHR)|Ontario Institute of Regenerative Medicine (OIRM)|Stem Cell Network","All","7 Days to 21 Days   (Child)","Phase 1","9","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","HULC-1","June 2022","June 2023","December 2035","February 5, 2020",,"April 21, 2022","The Ottawa Hospital - General Campus, Ottawa, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04255147"
21,"NCT02805855","Autologous Culture Expanded Mesenchymal Stromal Cells for Knee Osteoarthritis",,"Active, not recruiting","No Results Available","Osteoarthritis, Knee","Drug: Autologous Adipose-Derived Mesenchymal Stromal Cells","Number of subjects experiencing adverse events.","Jacob L. Sellon, M.D.|Mayo Clinic","All","40 Years to 70 Years   (Adult, Older Adult)","Phase 1","24","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15-008179","October 26, 2016","April 26, 2023","April 26, 2023","June 20, 2016",,"April 6, 2022","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02805855"
22,"NCT02580695","A Study to Assess Safety and Efficacy of Umbilical Cord-derived Mesenchymal Stromal Cells in Knee Osteoarthritis",,"Completed","No Results Available","Osteoarthritis","Biological: umbilical-cord mesenchymal stromal cells|Drug: Hyaluronic Acid","Proportion of patients who experience an adverse event|Physical function improvement measured by WOMAC OA index|Change in pain density measured by Visual analogue scale (VAS)|QoL improvement measured by SF-36|Changes in WORMS scale measured by knee MRI","Francisco Espinoza, MD|Universidad de los Andes, Chile","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","C4COA01","December 2015","January 2017","April 2017","October 20, 2015",,"December 26, 2018","Clinica Universidad de los Andes, Santiago, Chile",,"https://ClinicalTrials.gov/show/NCT02580695"
23,"NCT02421484","Cellular Immunotherapy for Septic Shock: A Phase I Trial","CISS","Completed","No Results Available","Septic Shock","Biological: Allogeneic mesenchymal stromal cells","Number of adverse events as a measure of safety and tolerability","Ottawa Hospital Research Institute|Canadian Institutes of Health Research (CIHR)","All","18 Years and older   (Adult, Older Adult)","Phase 1","9","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2014809","May 2015","June 2016","October 30, 2018","April 20, 2015",,"October 31, 2018","The Ottawa Hospital, Ottawa, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT02421484"
24,"NCT04328714","Interferon γ-Primed Mesenchymal Stromal Cells as Prophylaxis for Acute Graft v Host Disease",,"Recruiting","No Results Available","Acute Leukemia|Myelodysplastic Syndromes","Drug: Interferon gamma (IFNγ)-primed human bone marrow-derived mesenchymal stromal cells","Number of successful preparations and deliveries of investigational product|Number of adverse events attributed to the investigational product|Maximal Tolerated Dose|Primary graft failure|Secondary graft failure|Platelet engraftment|Non-relapse mortality (NRM)|Change in Acute graft-versus-host disease (aGvHD) Incidence|Change in Chronic graft-versus-host disease (cGvHD) Incidence|Disease-free survival (DFS)|Primary cause of death|Relapse|Early discontinuation|Viral activation","Edwin Horwitz|Ossium Health, Inc.|Emory University","All","1 Year and older   (Child, Adult, Older Adult)","Phase 1","45","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00105305","December 2, 2021","August 2023","August 2023","March 31, 2020",,"July 19, 2022","Children's Healthcare of Atlanta at Egleston, Atlanta, Georgia, United States|Emory University, Atlanta, Georgia, United States|Winship Cancer Institute of Emory University, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT04328714"
25,"NCT03211793","Mesenchymal Stromal Cells as Treatment for Digital Ulcers in Systemic Sclerosis","MANUS","Recruiting","No Results Available","Systemic Sclerosis|Digital Ulcer","Drug: Mesenchymal stromal cells|Other: Placebo","Toxicity of the treatment|Serious adverse events|Change in perceived pain based on the Numerical Rating Scale|Change in perceived pain based on the digital ulcer visual analogue scale (part of the S-HAQ)|Change in perceived pain based on the pain VAS ( part of the S-HAQ)|Change in perceived pain based on the use of analgesics.|Quality of life - SF-36|Quality of life - Euroqol|Disability|Hand function|Number (and change in number) of digital ulcers|Healing of digital ulcers|Ulcer size|Time to healing of digital ulcers|Need to alter medication regime|Modified Rodnan Skin Score|Severity of Raynaud's symptoms|Changes in capillary morphology and architecture|Changes in laboratory parameters|Changes in circulating cell populations","UMC Utrecht|ZonMw: The Netherlands Organisation for Health Research and Development","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MANUS|2015-000168-32","October 6, 2021","November 1, 2023","November 1, 2023","July 7, 2017",,"March 22, 2022","Universitair Medisch Centrum Utrecht, Utrecht, Netherlands",,"https://ClinicalTrials.gov/show/NCT03211793"
26,"NCT05035862","Mechanisms of Interferon Gamma-primed Mesenchymal Stromal Cells (MSCs) for Moderate-to-severe Persistent Asthma",,"Recruiting","No Results Available","Asthma","Drug: Albuterol Sulfate|Drug: Interferon gamma-primed mesenchymal stromal cells (MSCs)|Drug: Prednisone","Change in number of adverse events and severe adverse events post-intervention|Number of grade ≥3 adverse reaction attributable to the γMSC product|Change in lung function test|In- vivo trafficking of MSCs after intravenous infusion|Upper airway inflammation of MSC treatment|Circulating inflammatory cells of MSC treatment|Biophysical characteristics of the cell products and correlation with clinical outcome","Emory University|The Marcus Foundation|Ossium Health, Inc.","All","18 Years to 30 Years   (Adult)","Phase 1","12","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","STUDY00002655|2709","March 16, 2022","July 2023","July 2023","September 5, 2021",,"July 25, 2022","Children's Healthcare of Atlanta, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT05035862"
