"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
11,"NCT04125329","Umbilical Cord Mesenchymal Stem Cells Therapy for Diabetic Nephropathy",,"Recruiting","No Results Available","Mesenchymal Stem Cells|Diabetic Nephropathy","Drug: Human umbilical cord mesenchymal stem cells","Incidence of Treatment-Emergent and Treatment-Chronic Adverse Events of human umbilical cord mesenchymal stem cells for diabetic nephropathy patient|Changes in eGFR before and after treatment; Changes in 24h urine protein quantification before and after treatment","Yan'an Affiliated Hospital of Kunming Medical University","All","18 Years to 60 Years   (Adult)","Early Phase 1","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","43136152-9","April 1, 2020","September 1, 2024","September 1, 2024","October 14, 2019",,"April 21, 2021","Yan'an Hospital of Kunming City, Kunming, China",,"https://ClinicalTrials.gov/show/NCT04125329"
12,"NCT02150551","Safety and Tolerability Of Allogeneic Mesenchymal Stromal Cells in Pediatric Inflammatory Bowel Disease",,"Completed","No Results Available","Inflammatory Bowel Diseases","Biological: Allogeneic bone marrow-derived mesenchymal stromal cells","Number of subjects who experience serious adverse events, adverse events, and/or early treatment discontinuations.|Proportion of patients with clinical response|Number of subjects demonstrating an improvement of laboratory tests reflecting systemic inflammation.|Number of subjects with endoscopic healing after treatment.","Catherine Bollard|Children's National Research Institute","All","12 Years to 22 Years   (Child, Adult)","Phase 1","1","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","STOMP","September 2015","September 27, 2019","September 27, 2019","May 30, 2014",,"July 14, 2020","Children's National Medical Center, Washington, District of Columbia, United States",,"https://ClinicalTrials.gov/show/NCT02150551"
13,"NCT02097641","Human Mesenchymal Stromal Cells For Acute Respiratory Distress Syndrome (START)","START","Completed","Has Results","Respiratory Distress Syndrome, Adult","Biological: Allogeneic Bone Marrow-Derived Human Mesenchymal Stromal Cells|Biological: Plasma-Lyte A","Numbers of Patients Occurred Pre-specified Infusion Associated Events Occurring Within 6 Hours of Study Infusion|Numbers of Patients Occurred Any Cardiac Arrest or Death Within 24 Hours of Study Infusion|Numbers of Patients Occurred Any Unexpected Severe Adverse Events (Including All-cause Deaths)|PaO2:FiO2 Change From Baseline to Day 3|Lung Injury Score From Baseline to Day 3|Oxygenation Index Change From Baseline to Day 2|SOFA Score Change From Baseline to Day 3|Number of Patients Death to Day 28|Mortality to Day 60|Number of Ventilator-free Days to Day 28|Non-pulmonary Organ-failure-free Days to Day 28|Angiopoietin 2 Change From Baseline to 6 h|Angiopoietin 2 Change From Baseline to 24 h|Interleukin 6 Change From Baseline to 6 h|Interleukin 6 Change From Baseline to 24 h|Interleukin 8 Change From Baseline to 6 h|Interleukin 8 Change From Baseline to 24 h|RAGE Change From Baseline to 6 h|RAGE Change From Baseline to 24 h","Michael A. Matthay|National Heart, Lung, and Blood Institute (NHLBI)|Massachusetts General Hospital|Stanford University|University of Pittsburgh|University of Minnesota|Ohio State University|University of California, San Francisco","All","18 Years and older   (Adult, Older Adult)","Phase 2","60","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","UCSF-hMSC-ARDS-P2|1U01HL108713-01","March 15, 2014","March 9, 2017","February 9, 2018","March 27, 2014","April 10, 2019","April 10, 2019","University of California San Francisco, San Francisco, California, United States|Stanford University, Stanford, California, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|University of Minnesota Medical Center, Saint Paul, Minnesota, United States|Ohio State University, Columbus, Ohio, United States|University of Pittsburgh, Pittsburgh, Pennsylvania, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/41/NCT02097641/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02097641"
14,"NCT02814864","Trial Evaluating the Efficacy of Systemic Mesenchymal Stromal Cell (MSC) Injections for the Treatment of Severe and Chronic Radiotherapy-induced Abdomino-pelvic Complications (Pelvic Radiation Disease, PRD) Refractory to Standard Therapy","PRISME","Recruiting","No Results Available","Pelvic Radiation Therapy|Radiation-induced Hemorrhagic Cystitis","Drug: Mesenchymal Stromal Cell (MSC) injections","Decrease of one grade on the LENT SOMA|The effect of treatment on analgesic drug consumption (analgesic, opiates).|The effect of treatment on quality of life with SF36 questionnaire|The effect of treatment on quality of life with HADS questionnaire|The effect of treatment on pain|Frequency of diarrhea","Assistance Publique - Hôpitaux de Paris","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","12","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","P130935|2014-001462-99","April 14, 2021","April 2022","April 2022","June 28, 2016",,"August 3, 2021","Hématologie et thérapie cellulaire, Hôpital Saint Antoine, Paris, France",,"https://ClinicalTrials.gov/show/NCT02814864"
15,"NCT03818854","Mesenchymal Stromal Cells For Acute Respiratory Distress Syndrome","STAT","Recruiting","No Results Available","Respiratory Distress Syndrome, Adult","Biological: Human Mesenchymal Stromal Cells|Biological: Cell Reconstitution Media","Change in oxygenation index (OI)|Acute Lung Injury Score (LIS)|Pulmonary Dead Space Fraction|Chest radiograph assessment of pulmonary edema (RALE score)|Ventilator free-days|Duration of assisted ventilation over 28 days|Percentage of patients achieving pressure support ventilation for 2 hours|Occurrence of Infection|Sequential Organ Failure Assessment (SOFA) over 7 days|All-cause hospital mortality|Glasgow Outcome Score (GCS)|Percentage of patients occurred any thromboembolic events|Plasma angiopoietin-2|Plasma Receptor for Advanced Glycation Endproducts (RAGE)|Plasma interleukin-6|Plasma interleukin-8|Plasma Soluble tumor necrosis factor 1 (sTNF-1)|Plasma protein C|Plasma lipoxin A4|Plasma Resolvin D1|Plasma angiopoietin-1|Plasma keratinocyte growth factor (KGF)|Urine microalbumin|Total protein in min-bronchoalveolar lavage (mBAL)|Tolerability of the hMSCs - incidence of pre-specified infusion-associated events and unexpected severe adverse events","Michael A. Matthay|United States Department of Defense|Harborview Injury Prevention and Research Center|Oregon Health and Science University|Vanderbilt University Medical Center|The University of Texas Health Science Center, Houston|University of Minnesota|University of California, San Francisco","All","18 Years and older   (Adult, Older Adult)","Phase 2","120","Other|U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","UCSF-hMSC-ARDS-P1P2-12","November 26, 2019","July 1, 2023","July 1, 2024","January 28, 2019",,"September 14, 2022","University of California Davis Medical Center, Sacramento, California, United States|Zuckerberg San Francisco General Hospital and Trauma Center, San Francisco, California, United States|University of California San Francisco, San Francisco, California, United States|Oregon Health & Science University, Portland, Oregon, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Memorial Hermann Hospital - Texas Medical Center, Houston, Texas, United States|Harborview Medical Center, Seattle, Washington, United States",,"https://ClinicalTrials.gov/show/NCT03818854"
16,"NCT02580695","A Study to Assess Safety and Efficacy of Umbilical Cord-derived Mesenchymal Stromal Cells in Knee Osteoarthritis",,"Completed","No Results Available","Osteoarthritis","Biological: umbilical-cord mesenchymal stromal cells|Drug: Hyaluronic Acid","Proportion of patients who experience an adverse event|Physical function improvement measured by WOMAC OA index|Change in pain density measured by Visual analogue scale (VAS)|QoL improvement measured by SF-36|Changes in WORMS scale measured by knee MRI","Francisco Espinoza, MD|Universidad de los Andes, Chile","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","C4COA01","December 2015","January 2017","April 2017","October 20, 2015",,"December 26, 2018","Clinica Universidad de los Andes, Santiago, Chile",,"https://ClinicalTrials.gov/show/NCT02580695"
17,"NCT04345601","Mesenchymal Stromal Cells for the Treatment of SARS-CoV-2 Induced Acute Respiratory Failure (COVID-19 Disease)",,"Recruiting","No Results Available","Sars-CoV2|Acute Respiratory Distress Syndrome|COVID-19","Biological: Mesenchymal Stromal Cells|Other: Supportive Care","Treatment-related serious adverse events (tSAEs)|Change in clinical status at day 14","Baylor College of Medicine|Center for Cell and Gene Therapy, Baylor College of Medicine|The Methodist Hospital Research Institute","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","66","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","H-47561 MSC for COVID-19","February 12, 2021","October 2022","October 2022","April 14, 2020",,"September 28, 2022","Houston Methodist Hospital, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT04345601"
18,"NCT05286255","Mesenchymal Stromal Cells for COVID-19 and Viral Pneumonias","SAMPSON-1","Recruiting","No Results Available","COVID-19 Pneumonia|Viral Pneumonia","Biological: Allogeneic Mesenchymal Stromal Cells","Clinical deterioration|Serious Adverse Events|ICU transfer|Respiratory support|Hospital mortality and length of stay|Ventilator free days|28 day mortality","Medical University of South Carolina|Pandorum International, Inc.","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 1","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","115966","May 4, 2022","May 4, 2023","May 4, 2023","March 18, 2022",,"May 10, 2022","Medical University of South Carolina, Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT05286255"
19,"NCT04445454","Mesenchymal Stromal Cell Therapy for Severe Covid-19 Infection",,"Recruiting","No Results Available","Coronavirus Infection","Biological: Mesenchymal stromal cells","To evaluate the safety of intravenous infusion of MSC in patients with severe to critical COVID-19 pneumonia|To evaluate the efficacy of intravenous infusion of MSC in patients with severe to critical COVID-19 pneumonia|To evaluate the effect of MSC administration associated with the standard of care (SOC including anti-viral therapy)","University of Liege","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1|Phase 2","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TJT2012","June 12, 2020","September 30, 2024","September 30, 2024","June 24, 2020",,"September 21, 2022","CHU de Liège, Liège, Belgium",,"https://ClinicalTrials.gov/show/NCT04445454"
20,"NCT04356287","Treatment With Human Umbilical Cord-derived Mesenchymal Stromal Cells in Systemic Sclerosis","CARE-SSc","Not yet recruiting","No Results Available","Sclerosis, Systemic|Mesenchymal Stem Cells","Biological: UCMSC|Other: Placebo","Measure of safety one month after first infusion|Change in modified Rodnan skin score (mRss) between Month 0 and Month 12","Marie Hudson, MD|Medical University of South Carolina|McGill University Health Centre/Research Institute of the McGill University Health Centre|Université de Montréal|Assistance Publique - Hôpitaux de Paris|Centre hospitalier de l'Université de Montréal (CHUM)|University Paris 7 - Denis Diderot|Sir Mortimer B. Davis - Jewish General Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","18","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MP-05-2020-2251","November 2022","December 2024","December 2025","April 22, 2020",,"September 22, 2022",,,"https://ClinicalTrials.gov/show/NCT04356287"
21,"NCT05468502","Phase I/IIa Clinical Trial of Human Umbilical Cord Mesenchymal Stem Cell Injection in the Treatment of Idiopathic Pulmonary Fibrosis (IPF)",,"Not yet recruiting","No Results Available","Idiopathic Pulmonary Fibrosis","Drug: Human umbilical cord mesenchymal stem cell injection","Tolerance of patients with idiopathic fibrosis to human umbilical cord mesenchymal stem cell injection|Dose exploration of patients with idiopathic fibrosis to human umbilical cord mesenchymal stem cell injection|Preliminary efficacy evaluation","Shanghai Life Science & Technology","All","50 Years to 75 Years   (Adult, Older Adult)","Phase 1","18","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SHLF-MSC-101","August 2022","August 2023","August 2025","July 21, 2022",,"August 1, 2022","Shanghai Sixth People's Hospital, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT05468502"
22,"NCT04104412","The Safety/Efficacy Study of Human Umbilical Cord Mesenchymal Stem Cells Therapy (19#iSCLife®-LDP) for Lumbar Discogenic Pain",,"Recruiting","No Results Available","Lumbar Discogenic Pain","Biological: human umbilical cord mesenchymal stem cell","Validity evaluation by detection the change of the VAS pain score relief rate for Lumbar disc pain of participants in different time point and compare with the VAS pain score before treatment|Observe treatment|Safety evaluation by detecting adverse events and serious adverse events|Safety evaluation by detecting Activated partial thromboplastin time (APTT)|Safety evaluation by detecting Prothrombin time (PT)|Safety evaluation by detecting Fibrinogen|Safety evaluation by detecting Thrombin time (TT)","Sclnow Biotechnology Co., Ltd.","All","18 Years and older   (Adult, Older Adult)","Phase 1","242","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SCLnow-XW-01","August 15, 2019","December 31, 2022","December 31, 2024","September 26, 2019",,"February 14, 2022","Xuanwu Hospital Capital Medical University, Beijing, Beijing, China",,"https://ClinicalTrials.gov/show/NCT04104412"
23,"NCT01061099","Repeated Infusions of Mesenchymal Stromal Cells in Children With Osteogenesis Imperfecta","STOD3","Completed","No Results Available","Osteogenesis Imperfecta Type II|Osteogenesis Imperfecta Type III","Biological: Mesenchymal Stromal Cells","To determine the safety or repeated infusions of donor-derived and MSCs in subjects with severe osteogenesis imperfecta > 5years after an allogeneic bone marrow transplant and no prior bone marrow transplant.|To determine if MSCs elicit an immune response after repeated infusions.|To determine the change in clinical course (growth, bone mineral content, fracture rate, development/activities) of subjects after experimental MSC intervention therapy as compared with each subject's own pre-MSC intervention therapy.","Nationwide Children's Hospital","All","up to 19 Years   (Child, Adult)","Phase 1","5","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2008-4-5947","February 2010","March 2013","February 2014","February 2, 2010",,"April 24, 2015","The Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT01061099"
24,"NCT00644410","Autologous Mesenchymal Stromal Cell Therapy in Heart Failure",,"Completed","No Results Available","Congestive Heart Failure","Biological: Mesenchymal stromal cell|Biological: Saline","Improvements in left ventricular function|Clinical improvements","Rigshospitalet, Denmark","All","30 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","59","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MSC heart failure","September 2008","March 2015","March 2015","March 26, 2008",,"March 17, 2015","The Heart Centre, Rigshospitalet University Hospital Copenhagen,, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT00644410"
25,"NCT05262829","Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Moderate and Severe Crohn's Disease",,"Not yet recruiting","No Results Available","Crohn Disease","Biological: Human Umbilical Cord Mesenchymal Stem Cells","Crohn's disease activity index score|simplified endoscopic score for Crohn's disease|Inflammatory Bowel Disease Questionnaire|Albumin|Hemoglobin|Fecal calprotectin|body mass index (BMI)","Shanghai East Hospital","All","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","DFSC-2021(CR)-07","February 28, 2022","August 31, 2024","January 31, 2025","March 2, 2022",,"March 2, 2022","Shanghai East Hospital, Shanghai, Pudong New Area, China",,"https://ClinicalTrials.gov/show/NCT05262829"
26,"NCT03608631","iExosomes in Treating Participants With Metastatic Pancreas Cancer With KrasG12D Mutation",,"Recruiting","No Results Available","KRAS NP_004976.2:p.G12D|Metastatic Pancreatic Adenocarcinoma|Pancreatic Ductal Adenocarcinoma|Stage IV Pancreatic Cancer AJCC v8","Drug: Mesenchymal Stromal Cells-derived Exosomes with KRAS G12D siRNA","Maximum Tolerated Dose Determined by Dose Limiting Toxicity|Minimal residual disease rate in high-risk patients|Overall survival (OS)|Progression-free survival (PFS)","M.D. Anderson Cancer Center","All","18 Years and older   (Adult, Older Adult)","Phase 1","28","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2018-0126|NCI-2018-01441","January 27, 2021","March 31, 2023","March 31, 2023","August 1, 2018",,"April 26, 2022","M D Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03608631"
27,"NCT02260375","MSC Therapy in Liver Transplantation",,"Recruiting","No Results Available","Liver Transplant Rejection","Biological: Mesenchymal Stromal Cells","Number of adverse events|Liver tissue mRNA level of Transferrin receptor CD71 (TFRC) and Hepcidin antimicrobial peptide (HAMP) genes|Circulating naive and memory T cell conts (CD45RA/CD45RO)(flow cytometry analysis)|T-cell function in mixed lymphocyte reaction","Monia Lorini|Mario Negri Institute for Pharmacological Research|A.O. Ospedale Papa Giovanni XXIII","All","18 Years and older   (Adult, Older Adult)","Phase 1","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MSC liver transplant tolerance|2014-001531-37","October 2014","October 2024","October 2025","October 9, 2014",,"April 6, 2018","U.S.C Nefrologia e Dialisi, Bergamo, Italy|USC Chirurgia Generale III, Bergamo, Italy|USC Ematologia, Bergamo, Italy|USC Gastroenterologia, Bergamo, Italy|Servizio di Immunoematologia e Medicina Trasfusionale, Bologna, Italy|Unità Chirurgia Generale e Trapianti, Bologna, Italy",,"https://ClinicalTrials.gov/show/NCT02260375"
