,location,lat,lon
105,"Brain Matters Research, Delray Beach, Florida, United States",26.4614625,-80.0728201
106,"Brigham and Women's Hospital, Boston, Massachusetts, United States",42.335679999999996,-71.1060436296658
107,"Brigham and Womens Hospital, Boston, Massachusetts, United States",42.3554334,-71.060511
108,"Bristol Royal Hospital for Children, Bristol, UK, United Kingdom",51.136471400000005,-2.9937826923778914
109,"British Columbia's Children's Hospital, Vancouver, British Columbia, Canada",49.2608724,-123.113952
110,"Bundang CHA Medical Center, Seongnam, Kyunggido, Korea, Republic of",55.8215537,49.132971
111,"Burn Centre, Linköping University Hospital, Linköping, Sweden",58.411739850000004,15.633026968900477
112,"CABIMER (Andalusian Center for Molecular Biology and Regenerative Medicine), Seville, Spain",37.3886303,-5.9953403
113,"CECIP JAU - Centro de Estudos Clínicos do Interior Paulista Ltda., Jaú, SP, Brazil",-22.3825293,-47.551446
114,"CEMEC - Centro Multidisciplinar de Estudos Clínicos Ltda. - EPP, São Bernardo Do Campo, SP, Brazil",-22.0702705,-48.4333875
115,"CHA Bundang Medical Center, Seongnam-si, Gyeonggi-do, Korea, Republic of",37.235122849999996,127.00921616567815
116,"CHA University, CHA Bundang Medical Center, Seongnam-si, Gyeonggi-do, Korea, Republic of",37.235122849999996,127.00921616567815
117,"CHOC Children's Hospital of Orange County, Orange, California, United States",33.7500378,-117.8704931
118,"CHRU Lille- Hopital Claude Huriez, Lille, France",50.6365654,3.0635282
119,"CHRU de Lille, Lille, France",50.608311099999995,3.034616531773682
120,"CHU Clermont-Ferrand, Clermont-Ferrand, France",45.7847766,3.1085931
121,"CHU Mont-Godinne, Yvoir, Belgium",50.3260425,4.877815
122,"CHU Nantes, Centre de Soins Dentaires, Nantes, France",47.2117921,-1.5536798516833552
123,"CHU Sart Tilman, Liege, Belgium",50.571921950000004,5.567161531381475
124,"CHU d'Amiens, Amiens, France",49.9071672,2.2908199
125,"CHU de BORDEAUX, Bordeaux, France",44.828868650000004,-0.609514209536083
126,"CHU de Bordeaux, Bordeaux, France",44.828868650000004,-0.609514209536083
127,"CHU de Caen, Caen, France",49.20340285,-0.35778070006853024
128,"CHU de Grenoble Hopital Albert Michallon, Grenoble, France",45.1875602,5.7357819
129,"CHU de LIMOGES, Limoges, France",45.8144511,1.2364715
130,"CHU de Liège, Liège, Belgium",53.6143224,-2.20776
131,"CHU de Marseille, Marseille, France",43.2917103,5.4029932
132,"CHU de Nice Hopital Archet 1, Nice, France",43.2871614,5.6043053
133,"CHU de Nice, Nice, France",43.7205704,7.2723002
134,"CHU de Saint-Etienne, Saint-Priest-en-Jarez, France",45.473408,4.3792689
135,"CHU de Saint-Etienne, Saint-Étienne, France",44.7115518,0.9996137885492454
136,"California Pacific Medical Center, San Francisco, California, United States",37.79050015,-122.43230860491363
137,"Campbell Clinic, Germantown, Tennessee, United States",35.1112336,-89.8009318
138,"Campus Benjamin Franklin - CBF Charité - Universitätsmedizin, Berlin, Germany",52.5170365,13.3888599
139,"Campus Bio-Medico University of Rome, Roma, Italy",41.8933203,12.4829321
140,"Cancer Care Manitoba, Winnipeg, Manitoba, Canada",49.90309155,-97.15878771446602
141,"Capital Clinical Research Center, Olympia, Washington, United States",47.0451022,-122.8950075
142,"Cardiocentro Ticino, Lugano, Switzerland",46.0050102,8.9520281
143,"Cardiology Department of Rangueil Hospital - Rangueil Hospital, Toulouse, France",43.6044622,1.4442469
144,"Cardiology PC, Birmingham, Alabama, United States",33.5206824,-86.8024326
145,"Cardiovascular Lab. 2014, The Heart Centre, Rigshospitalet, Blegdamcvej 9, Copenhagen, Denmark",55.6867243,12.5700724
146,"Care Hospital, Hyderabad, Andhra Pradesh, India",15.8142734,78.0267508
147,"Caritas-Krankenhaus St. Josef, Klinik für Plastische und Ästhetische, Hand- und Wiederherstellungschirurgie, Regensburg, Germany",49.0195333,12.0974869
148,"Carle Clinic Association, Urbana, Illinois, United States",40.1117174,-88.207301
149,"Carolina Neurosurgery and Spine Associates, Charlotte, North Carolina, United States",35.2272086,-80.8430827
150,"Cartilage Repair Center; Brigham and Women's Hospital, Chestnut Hill, Massachusetts, United States",42.3306529,-71.1661647
151,"Cartilage Restoration Center; RUSH University Medical Center, Chicago, Illinois, United States",41.8755616,-87.6244212
152,"Case Comprehensive Cancer Center, Cleveland, Ohio, United States",41.4996562,-81.6936813
153,"Catharina Ziekenhuis, Eindhoven, Netherlands",51.465692649999994,5.472036521380247
154,"Catholic University of Korea, Seoul ST. Mary's Hospital., Seoul, Korea, Republic of",37.50771705,127.10332700284029
155,"Cedars-Sinai Medical Center, Los Angeles, California, United States",34.0751604,-118.38109362449856
156,"Celal Bayar University, Medical School, Manisa, Turkey",38.6125793,27.4333969
157,"Cell Therapy Center, Amman, Jordan",31.9515694,35.9239625
158,"Cell Therapy Center, Jordan University Hospital, Amman, Jordan",32.0046303,35.8749665
159,"Cell Therapy Center, University of Jordan, Amman, Jordan",32.013409249999995,35.87338209486857
160,"Cell and Tissue Bank - Regenerative Medicine, Dr. Soetomo General Academic Hospital/ Faculty of Medicine Universitas Airlangga, Surabaya, East Java, Indonesia",-7.2459717,112.7378266
161,"CelularClinic, Escaldes-Engordany, Andorra",42.48691275,1.6070001140292214
162,"Center for Allogeneic Stem Cell Transplantation and Cell Therapy (CAST), Karolinska Universitetssjukhuset Huddinge, Huddinge, Sweden",59.22125005,17.935005691942855
163,"Center for Cancer and Blood Disorders, Bethesda, Maryland, United States",38.98127255,-77.12335871396549
164,"Center for Clinical Studies, Dearborn, Michigan, United States",42.3222599,-83.1763145
165,"Center for Digestive Health, Troy, Michigan, United States",42.6055893,-83.1499304
166,"Central Adelaide Local Health Network, Adelaide, South Australia, Australia",-34.9281805,138.5999312
167,"Central Clinical Hospital of the MSWiA in Warsaw, Warsaw, Poland",52.2319581,21.0067249
168,"Central Tennessee Foot and Ankle Center, Sparta, Tennessee, United States",35.9258921,-85.4641342
169,"Central Texas Spine Institute, Austin, Texas, United States",30.2711286,-97.7436995
170,"Centre Hospitalier Lyon Sud Pavillon Marcel Berard 1G, Pierre Benite Cedex, France",46.603354,1.8883335
171,"Centre Hospitalier Universitaire CHU de Toulouse, Toulouse, France",43.6044622,1.4442469
172,"Centre Hospitalier Universitaire de Liège, Liège, Belgium",53.6143224,-2.20776
173,"Centre for Liver Research & Diagnostics, Hyderabad, Andhra Pradesh, India",15.8142734,78.0267508
174,"Centro Medico Teknon, Barcelona, Spain",41.39143835,2.123970972001783
175,"Centro Medico Teknon-ITRT, Barcelona, Spain",41.3828939,2.1774322
176,"Centro de Tecnologia Celular, Pontifícia Universidade Católica do Paraná, Curitiba, Paraná, Brazil",-20.2850505,-40.3838557
177,"Chapel Allerton Orthopaedic Centre, Leeds Teaching Hospitals NHS Trust, Leeds, West Yorkshire, United Kingdom",53.7974185,-1.5437941
178,"Charit Universitaetsmedizin Berlin, Berlin, Germany",52.5170365,13.3888599
179,"Charite Campus Virchow, Berlin, Germany",52.5421739,13.34312949318555
180,"Charite, Berlin, Germany",52.5273238,13.3787411
181,"Charlotte Gastroenterology and Hepatology, Charlotte, North Carolina, United States",35.2272086,-80.8430827
182,"Chevy Chase Clinical Research, Chevy Chase, Maryland, United States",38.9813699,-77.0849245
183,"Children's Healthcare of Atlanta at Egleston, Atlanta, Georgia, United States",33.7489924,-84.3902644
184,"Children's Healthcare of Atlanta, Atlanta, Georgia, United States",33.9348028,-84.49805409666516
185,"Children's Healthcare of Atlanta/Emory University, Atlanta, Georgia, United States",33.7489924,-84.3902644
186,"Children's Hospital Colorado Center for Cancer/Blood Disorders, Aurora, Colorado, United States",39.7405111,-104.8309947
187,"Children's Hospital Los Angeles, Los Angeles, California, United States",34.0976912,-118.29008014420512
188,"Children's Hospital of Alabama, Birmingham, Alabama, United States",33.5206824,-86.8024326
189,"Children's Hospital of Fudan University, Shanghai, Shanghai, China",31.4015684,121.4452993
190,"Children's Hospital of Michigan, Detroit, Michigan, United States",42.351889,-83.05478802048023
191,"Children's Hospital of Orange County, Orange, California, United States",33.7809052,-117.86608986474641
192,"Children's National Health System, Washington, District of Columbia, United States",38.8950368,-77.0365427
193,"Children's National Medical Center, Washington, District of Columbia, United States",38.927020999999996,-77.01397879086224
194,"China Medical University Hospital, Taichung, Non-US, Taiwan",23.9739374,120.9820179
195,"China Medical Universty Hospital, Taichung, Taiwan",24.163162,120.6478282
196,"China-Japan Friendship Hospital, Beijing, China",39.906217,116.3912757
197,"Chinese PLA General Hospital, Beijing, Beijing, China",39.906217,116.3912757
198,"Chinese PLA General Hospital, Beijing, China",39.906217,116.3912757
199,"Chonbuk National University Hospital, Jeonju, Korea, Republic of",55.8215537,49.132971
200,"Chonnam National University Hospital, Gwangju, Korea, Republic of",35.197512599999996,126.90891800852617
201,"Christian Medical College, Vellore, Tamil Nadu, India",12.8773661,79.1347557
202,"Christian von Buchwald, MD, DMSc, Professor, Copenhagen, Denmark",55.6867243,12.5700724
203,"Chunang University Hospital, Seoul, Korea, Republic of",37.50771705,127.10332700284029
204,"Chung-Ang University Hospital, Seoul, Seoulteukbyeolsi, Korea, Republic of",55.8215537,49.132971
205,"Chung-Ang University Hosptal, Seoul, Korea, Republic of",37.50771705,127.10332700284029
206,"Chungbuk National University Hospital, Cheongju-si, Korea, Republic of",55.8215537,49.132971
207,"Chungnam National University Hospital, Chungnam, Korea, Republic of",36.10447595,127.12240695250813
208,"Chungnam National University Hospital, Daejeon, Chungcheongnam-do, Korea, Republic of",36.10447595,127.12240695250813
209,"Chungnam National University Hospital, Daejeon, Jung-gu, Korea, Republic of",37.566888750000004,126.9730191332483
210,"Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",39.14084475,-84.50228846584608
211,"Cipto Mangunkusumo General Hospital, Jakarta Pusat, DKI Jakarta, Indonesia",-6.18233995,106.84287153600738
212,"Cipto Mangunkusumo hospital, Jakarta, DKI Jakarta, Indonesia",-6.19720085,106.84674005186503
213,"City Clinic Cardiology Center Multiprofile Hospital for Active Treatment, Sofia, Bulgaria",42.6977028,23.3217359
214,"City of Hope, Duarte, California, United States",34.1276438,-117.97324485000001
215,"Clementino Fraga Filho University Hospital of Rio de Janeiro, Rio de Janeiro, Brazil",-22.9110137,-43.2093727
216,"Cleveland Clinic Mellen Center, Cleveland, Ohio, United States",41.4996562,-81.6936813
217,"Cleveland Clinic, Cleveland, Ohio, United States",41.50217195,-81.61981946090904
218,"Clinic of Anesthesiology and Clinic of Traumatology, Hand-, Plastic-, and Reconstructive Surgery, Ulm, Germany",48.3974003,9.9934336
219,"Clinic of Emergency Internal Medicinne Military Medical Academy, Belgrade, Serbia",44.8178131,20.4568974
220,"Clinica Universidad de Navarra, Pamplona, Spain",42.8058167,-1.6642959885309305
221,"Clinica Universidad de los Andes, Santiago, Chile",-33.40768165,-70.50308926300528
222,"Clinica Universitaria de Navarra, Av Pio XII ,36, Pamplona, Navarra, Spain",42.8058167,-1.6642959885309305
223,"Clinical Center of Kragujevac,, Kragujevac, Serbia",44.0130251,20.91925
224,"Clinical Center of Reproductive Medicine at the First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China",32.0615652,118.7915079
225,"Clinical Center of Serbia - Cardiology Clinic, Belgrade, Serbia",44.8178131,20.4568974
226,"Clinical Centre of Serbia, Cardiology Clinic, Belgrade, Serbia",44.8178131,20.4568974
227,"Clinical Hospital Center Bezanijska Kosa, Cardiology Dept., Belgrade, Serbia",44.8178131,20.4568974
228,"Clinical Hospital Center Zvezdara - Cardiology Clinic, Belgrade, Serbia",44.8178131,20.4568974
229,"Clinical Pharmacology Study Group, Worcester, Massachusetts, United States",42.2625621,-71.8018877
230,"Clinical Physiology Associates, Fort Myers, Florida, United States",26.640628,-81.8723084
231,"Clinical Research of South Florida, Coral Gables, Florida, United States",25.72149,-80.2683838
232,"Clinical Research of West Florida, Clearwater, Florida, United States",27.9658533,-82.8001026
233,"Clinical Somer, Rionegro, Antioquia, Colombia",6.1536166,-75.3741691
234,"Clinical and Transitional Science Institute, Milwaukee, Wisconsin, United States",43.0349931,-87.922497
235,"Cliniques Universitaires Mont-Godinne, Yvoir, Namur, Belgium",50.3260425,4.877815
236,"Cliniques universitaires Saint-Luc- Université Catholique de Louvain, Brussels, Brabant, Belgium",50.9023308,4.5380828
237,"Clínica Universidad de Navarra, Pamplona, Spain",42.8182536,-1.6440304
238,"Clínica Universidad de los Andes, Santiago de Chile, Región Metropolitana, Chile",-31.7613365,-71.3187697
239,"Clínica Universitaria de Navarra, Pamplona, Spain",42.8182536,-1.6440304
240,"Co-Medica Research Network, Calgary, Alberta, Canada",51.0460954,-114.065465
241,"Coastal Carolina Research Center, North Charleston, South Carolina, United States",32.8546197,-79.9748103
242,"Columbia Presbyterian Hospital, New York, New York, United States",36.1021436,-115.17449463280128
243,"Columbia University Medical Center, New York, New York, United States",36.1021436,-115.17449463280128
244,"Columbia University/New York Presbyterian Hospital, New York, New York, United States",36.1021436,-115.17449463280128
245,"Compass Research, Orlando, Florida, United States",28.5421109,-81.3790304
246,"Complejo Asistencial Universitario de Salamanca, Salamanca, Spain",40.9651572,-5.6640182
247,"Complejo Hospitalario U. A Coruña, A Coruña, Spain",42.22529,-8.73668
248,"Complejo Hospitalario de Toledo (HNP y VS), Toledo, Spain",39.8560679,-4.0239568
249,"Complexo Hospitalario Universitario A Coruña (CHUAC), A Coruña, Spain",42.22529,-8.73668
250,"Complexo Hospitalario Universitario A Coruña, A Coruña, Spain",42.22529,-8.73668
251,"Cotton-O'Neil Clinical Research Center, Topeka, Kansas, United States",39.049011,-95.677556
252,"Covenant Health, Lubbock, Texas, United States",33.607761350000004,-101.94088845989316
253,"Cumberland Valley Endocrinology, Carlisle, Pennsylvania, United States",40.201499,-77.1890783
254,"D.O. Ott Research Institute of Obstetrics, Gynecology, and Reproductology, Saint Petersburg, Russian Federation",59.938732,30.316229
255,"DJL Clinical Research, Charlotte, North Carolina, United States",35.2272086,-80.8430827
256,"Dallas Diabetes and Endocrine Center, Dallas, Texas, United States",32.7762719,-96.7968559
257,"Dana Farber Cancer Institute, Boston, Massachusetts, United States",42.337626349999994,-71.10769331557015
258,"Dana-Farber Cancer Institute, Boston, Massachusetts, United States",42.337626349999994,-71.10769331557015
259,"Dankook University Hospital, Cheonan, Chung Nam, Korea, Republic of",55.8215537,49.132971
260,"Dartmouth HItchcock Medical Center, Lebanon, New Hampshire, United States",43.67568425,-72.27010183310576
261,"Dartmouth Hitchcock Medical Center, Lebanon, New Hampshire, United States",43.67568425,-72.27010183310576
262,"David Geffen School of Medicine at UCLA, Los Angeles, California, United States",34.0536909,-118.242766
263,"David Price IMAC Regeneration Center, Brentwood, Tennessee, United States",36.0325687,-86.7825235
264,"Dayton Science Institute, Dayton, Ohio, United States",39.7589478,-84.1916069
265,"De Haar Research Task Force, Amsterdam, North Holland, Netherlands",52.3727598,4.8936041
266,"Debreceni Egyetem Orvos - és Egészségtudomanyi Centrum, Debrecen, Hungary",47.531399,21.6259782
267,"Dental School, Aristotle University, Thessaloniki, Greece",40.629729350000005,22.959099468356932
268,"Denver Back Pain Specialists, LLC, Greenwood Village, Colorado, United States",39.6140214,-104.8973913
269,"Denver Spine, Denver, Colorado, United States",39.742932,-104.9812872
270,"Department of Cardiology, Respiratory medicine and Physiology, Örebro University Hospital, Örebro, Sweden",59.7086672,16.6156965
271,"Department of Dermatology, Medical Center-University of Freiburg, Freiburg, Germany",47.9960901,7.8494005
272,"Department of Gastroenterology and Hepatology, Royal Perth Hospital, Perth, Western Australia, Australia",-31.953232049999997,115.86593154993494
273,"Department of Gastroenterology; Gulhane Military Medical Academy, Ankara, Turkey",39.9207886,32.8540482
274,"Department of Hematology,Nanfang Hospital, Southern Medical University, Guangzhou, Guangdong, China",23.1901971,113.32967686736323
275,"Department of Immunology Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow, Uttar Pradesh, India",26.8381,80.9346001
276,"Department of Neurology, General Hospital of Northern Theater Command, Shenyang, China",41.6749893,123.458674
277,"Department of Orthopaedic Surgery Toulouse University Hospital, Toulouse, France",43.6044622,1.4442469
278,"Department of Orthopaedic Surgery, CHRU Tours, Tours, France",47.4049212,0.7038572
279,"Department of Orthopaedic Surgery, CHU Nantes, Nantes, France",47.2010438,-1.5585839262590282
280,"Department of Orthopaedic Surgery, CHU Tours, Tours, France",47.3246751,0.6005674
281,"Department of Orthopaedic Surgery, Hospital Henri Mondor, Créteil, France",46.1718394,4.7148865
282,"Department of Orthopaedic Surgery, Hôpital Henri Mondor, Créteil, France",46.1718394,4.7148865
283,"Department of Orthopaedic Trauma, University of Ulm, Ulm, Germany",48.38044334999999,10.010101151636224
284,"Department of Orthopaedics & Traumatology, Hong Kong, Hong Kong",22.2793278,114.1628131
285,"Department of Orthopedic & Traumatology, Faculty of Medicine, Hospital Canselor Tuanku Mukhriz, UKM Medical Centre, Jalan Yaacob Latiff, Bandar Tun Razak, Cheras, 56000 Kuala Lumpur., Cheras, Kuala Lumpur, Malaysia",3.0896887,101.71246244415164
286,"Department of Orthopedics, Kasturba Medical College, Manipal, Karnataka, India",13.35373435,74.78913348652112
287,"Department of Orthopedics, M. S. Ramaiah Memorial Hospital, Bangalore, Karnataka, India",12.9767936,77.590082
288,"Department of Otolaryngology, Rigshospitalet, Copenhagen, Denmark",55.69658685,12.566645251517794
289,"Department of Otolaryngology, Rigshospitalet, University Hospital of Copenhagen, Copenhagen, Denmark",55.65965525,12.591076889344563
290,"Department of Otolaryngology, University Hospital of Copenhagen, Copenhagen, Denmark",55.65965525,12.591076889344563
291,"Department of Pediatric Hematology, Oncology and BMT, Wroclaw Medical University, Wrocław, Dolnoslaskie, Poland",50.95083795,16.36124870197179
292,"Department of Pediatrics, Daping Hospital, Research Institute of Surgery, Third Military Medical University, Chongqing, Chongqing, China",29.5647398,106.5478767
293,"Department of Pulmonology, Leiden University Medical Center, Leiden, Netherlands",52.1594747,4.4908843
294,"Department of Rheumatology, the Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China",23.13654195,113.33571464111391
295,"Department of Rheumatology,Ren Ji Hospital,School of Medicine,Shanghai Jiao Tong University,Shanghai,China, Shanghai, Shanghai, China",31.2473784,121.4836261
